,56091500_level,56091500_prcp,3057600_level,3057600_prcp,56078400_level,56078400_prcp,56038500_level,56038500_prcp,56038601_level,56038601_prcp,3019500_level,3019500_prcp,34006600_level,34006600_prcp,73015900_level,73015900_prcp,5001300_level,5001300_prcp,77021500_level,77021500_prcp,29018500_level,29018500_prcp,29011700_level,29011700_prcp,77008400_level,77008400_prcp,49012700_level,49012700_prcp,18015500_level,18015500_prcp,18035200_level,18035200_prcp,49001600_level,49001600_prcp,27017600_level,27017600_prcp,2004200_level,2004200_prcp,82004900_level,82004900_prcp,33003600_level,33003600_prcp,38077900_level,38077900_prcp,16023900_level,16023900_prcp,3065700_level,3065700_prcp,60018900_level,60018900_prcp,3050300_level,3050300_prcp,60014200_level,60014200_prcp,32005702_level,32005702_prcp,11021600_level,11021600_prcp,18025200_level,18025200_prcp,18011000_level,18011000_prcp,86006600_level,86006600_prcp,31061300_level,31061300_prcp,27013400_level,27013400_prcp,27011100_level,27011100_prcp,2009000_level,2009000_prcp,19004900_level,19004900_prcp,82033400_level,82033400_prcp,82004400_level,82004400_prcp,69070000_level,69070000_prcp,69042400_level,69042400_prcp,16022700_level,16022700_prcp,56078600_level,56078600_prcp,56047500_level,56047500_prcp,3032800_level,3032800_prcp,56013800_level,56013800_prcp,3015300_level,3015300_prcp,60020200_level,60020200_prcp,44000300_level,44000300_prcp,34024600_level,34024600_prcp,34006200_level,34006200_prcp,47004900_level,47004900_prcp,73003700_level,73003700_prcp,47000200_level,47000200_prcp,18037200_level,18037200_prcp,11012000_level,11012000_prcp,15001600_level,15001600_prcp,2001600_level,2001600_prcp,1017800_level,1017800_prcp,58008100_level,58008100_prcp,56029700_level,56029700_prcp,34019300_level,34019300_prcp,34014200_level,34014200_prcp,29018800_level,29018800_prcp,47011800_level,47011800_prcp,73010200_level,73010200_prcp,10008800_level,10008800_prcp,10008900_level,10008900_prcp,10007000_level,10007000_prcp,27017800_level,27017800_prcp,10005200_level,10005200_prcp,31075800_level,31075800_prcp,1010500_level,1010500_prcp,27012100_level,27012100_prcp,31021400_level,31021400_prcp,30003500_level,30003500_prcp,2002600_level,2002600_prcp,2003400_level,2003400_prcp,31000300_level,31000300_prcp,82013700_level,82013700_prcp,82014600_level,82014600_prcp,82013200_level,82013200_prcp,82007600_level,82007600_prcp,82008000_level,82008000_prcp,82007700_level,82007700_prcp,82006500_level,82006500_prcp,69079400_level,69079400_prcp,69050100_level,69050100_prcp,69023200_level,69023200_prcp,3038300_level,3038300_prcp,3038100_level,3038100_prcp,56038602_level,56038602_prcp,56038300_level,56038300_prcp,21024200_level,21024200_prcp,15006800_level,15006800_prcp,34018100_level,34018100_prcp,73019600_level,73019600_prcp,47004600_level,47004600_prcp,86009000_level,86009000_prcp,29024200_level,29024200_prcp,29024300_level,29024300_prcp,18037400_level,18037400_prcp,49002400_level,49002400_prcp,4019600_level,4019600_prcp,81009500_level,81009500_prcp,30007200_level,30007200_prcp,13008300_level,13008300_prcp,1002300_level,1002300_prcp,58014200_level,58014200_prcp,31055400_level,31055400_prcp,69056500_level,69056500_prcp,3036000_level,3036000_prcp,60002700_level,60002700_prcp,21024500_level,21024500_prcp,15007900_level,15007900_prcp,65000200_level,65000200_prcp,73019000_level,73019000_prcp,18034800_level,18034800_prcp,18030400_level,18030400_prcp,73000400_level,73000400_prcp,10005800_level,10005800_prcp,27018400_level,27018400_prcp,10004800_level,10004800_prcp,27009500_level,27009500_prcp,27010700_level,27010700_prcp,31045400_level,31045400_prcp,27008800_level,27008800_prcp,31020600_level,31020600_prcp,27001900_level,27001900_prcp,2008000_level,2008000_prcp,82008900_level,82008900_prcp,82004200_level,82004200_prcp,82002100_level,82002100_prcp,82002500_level,82002500_prcp,82002000_level,82002000_prcp,82003100_level,82003100_prcp,69068600_level,69068600_prcp,69024100_level,69024100_prcp,61007200_level,61007200_prcp,56076000_level,56076000_prcp,56032800_level,56032800_prcp,56024200_level,56024200_prcp,56011600_level,56011600_prcp,21005600_level,21005600_prcp,46002400_level,46002400_prcp,29031300_level,29031300_prcp,29015000_level,29015000_prcp,29010101_level,29010101_prcp,11041200_level,11041200_prcp,11041300_level,11041300_prcp,18030500_level,18030500_prcp,29007100_level,29007100_prcp,1015900_level,1015900_prcp,48001200_level,48001200_prcp,58006700_level,58006700_prcp,31072200_level,31072200_prcp,38004700_level,38004700_prcp,3038600_level,3038600_prcp,21007300_level,21007300_prcp,61003700_level,61003700_prcp,80003700_level,80003700_prcp,29018400_level,29018400_prcp,73012800_level,73012800_prcp,47002300_level,47002300_prcp,18040900_level,18040900_prcp,18025600_level,18025600_prcp,86014600_level,86014600_prcp,18018400_level,18018400_prcp,10004100_level,10004100_prcp,40003300_level,40003300_prcp,1009100_level,1009100_prcp,27011700_level,27011700_prcp,31039900_level,31039900_prcp,31020900_level,31020900_prcp,1005700_level,1005700_prcp,1004500_level,1004500_prcp,2007200_level,2007200_prcp,1003400_level,1003400_prcp,2005200_level,2005200_prcp,82016600_level,82016600_prcp,82014000_level,82014000_prcp,82013800_level,82013800_prcp,82015500_level,82015500_prcp,82015100_level,82015100_prcp,82031600_level,82031600_prcp,82002300_level,82002300_prcp,82006800_level,82006800_prcp,82004800_level,82004800_prcp,69065100_level,69065100_prcp,26000200_level,26000200_prcp,3023400_level,3023400_prcp,21014500_level,21014500_prcp,56014100_level,56014100_prcp,21010300_level,21010300_prcp,34015400_level,34015400_prcp,34015800_level,34015800_prcp,47017700_level,47017700_prcp,10010800_level,10010800_prcp,29007700_level,29007700_prcp,77002300_level,77002300_prcp,77006300_level,77006300_prcp,49007900_level,49007900_prcp,11037100_level,11037100_prcp,10000900_level,10000900_prcp,70005400_level,70005400_prcp,30002200_level,30002200_prcp,82015900_level,82015900_prcp,1012500_level,1012500_prcp,31071900_level,31071900_prcp,31057600_level,31057600_prcp,60000600_level,60000600_prcp,29020800_level,29020800_prcp,47013400_level,47013400_prcp,73007200_level,73007200_prcp,11019900_level,11019900_prcp,86023400_level,86023400_prcp,18029800_level,18029800_prcp,10010300_level,10010300_prcp,27014400_level,27014400_prcp,10000200_level,10000200_prcp,1009300_level,1009300_prcp,70006900_level,70006900_prcp,27003100_level,27003100_prcp,82009400_level,82009400_prcp,82012300_level,82012300_prcp,13003500_level,13003500_prcp,82001500_level,82001500_prcp,51004600_level,51004600_prcp,3060200_level,3060200_prcp,56065800_level,56065800_prcp,56019100_level,56019100_prcp,21010600_level,21010600_prcp,83004000_level,83004000_prcp,83004300_level,83004300_prcp,34008600_level,34008600_prcp,86023000_level,86023000_prcp,3001700_level,3001700_prcp,4015900_level,4015900_prcp,4004900_level,4004900_prcp,10009300_level,10009300_prcp,30013600_level,30013600_prcp,1013600_level,1013600_prcp,1010200_level,1010200_prcp,9005700_level,9005700_prcp,31053800_level,31053800_prcp,69011800_level,69011800_prcp,56087700_level,56087700_prcp,61011100_level,61011100_prcp,77014900_level,77014900_prcp,47011900_level,47011900_prcp,73008600_level,73008600_prcp,11030700_level,11030700_prcp,18032300_level,18032300_prcp,18034300_level,18034300_prcp,52000100_level,52000100_prcp,86001100_level,86001100_prcp,10001500_level,10001500_prcp,10022500_level,10022500_prcp,31029900_level,31029900_prcp,19002400_level,19002400_prcp,69089100_level,69089100_prcp,82009100_level,82009100_prcp,13005300_level,13005300_prcp,82012800_level,82012800_prcp,82045600_level,82045600_prcp,9002900_level,9002900_prcp,69021800_level,69021800_prcp,56053200_level,56053200_prcp,34017200_level,34017200_prcp,71015900_level,71015900_prcp,86013400_level,86013400_prcp,29007200_level,29007200_prcp,11025000_level,11025000_prcp,11027400_level,11027400_prcp,29015600_level,29015600_prcp,18000100_level,18000100_prcp,9003200_level,9003200_prcp,69062700_level,69062700_prcp,31038400_level,31038400_prcp,61006700_level,61006700_prcp,77015400_level,77015400_prcp,65000600_level,65000600_prcp,8001800_level,8001800_prcp,47005000_level,47005000_prcp,11026300_level,11026300_prcp,11025700_level,11025700_prcp,86019300_level,86019300_prcp,10004200_level,10004200_prcp,31057100_level,31057100_prcp,10001100_level,10001100_prcp,31042200_level,31042200_prcp,30013500_level,30013500_prcp,2007500_level,2007500_prcp,69093200_level,69093200_prcp,82009200_level,82009200_prcp,82011000_level,82011000_prcp,13002800_level,13002800_prcp,82003500_level,82003500_prcp,9000800_level,9000800_prcp,51006300_level,51006300_prcp,56037700_level,56037700_prcp,29025000_level,29025000_prcp,77018100_level,77018100_prcp,77000700_level,77000700_prcp,18037500_level,18037500_prcp,11007300_level,11007300_prcp,31082600_level,31082600_prcp,27010400_level,27010400_prcp,13006900_level,13006900_prcp,13003200_level,13003200_prcp,1007700_level,1007700_prcp,31029200_level,31029200_prcp,69084100_level,69084100_prcp,16022800_level,16022800_prcp,34002200_level,34002200_prcp,86028900_level,86028900_prcp,18024300_level,18024300_prcp,11005900_level,11005900_prcp,1009600_level,1009600_prcp,16035600_level,16035600_prcp,3061900_level,3061900_prcp,34028300_level,34028300_prcp,80000500_level,80000500_prcp,83003600_level,83003600_prcp,77003500_level,77003500_prcp,73014700_level,73014700_prcp,3030400_level,3030400_prcp,10008400_level,10008400_prcp,10004700_level,10004700_prcp,31058500_level,31058500_prcp,82000900_level,82000900_prcp,82002800_level,82002800_prcp,82006400_level,82006400_prcp,27004200_level,27004200_prcp,21029100_level,21029100_prcp
m199005,1312.64,1.50848945,1351.623333,1.309436991,NA,1.714418654,1329.883333,1.65912483,NA,1.611368152,1453.62,1.347359592,NA,2.94356294,1092.3,3.408605179,NA,3.635614196,1321.96,2.245894623,NA,1.207791511,NA,1.173597142,1184.72,2.459251635,NA,2.285807182,NA,2.483155146,NA,1.716758452,1255.201,2.965386823,NA,4.605235164,900.895,3.798557428,NA,3.893602451,NA,2.129878191,NA,1.116669233,1854.17,0.763292859,NA,1.26892558,NA,2.702610685,NA,1.345282637,NA,3.691139753,1399.12,4.682346695,NA,2.056367566,1206.81,1.840082665,NA,2.522919411,NA,4.046369598,1367.58,1.048793463,NA,4.156341764,873.8125,3.926555485,NA,3.849585218,NA,3.868689673,NA,3.965367436,NA,3.877481911,NA,1.475506241,NA,1.21220053,NA,0.715141438,1317.95,1.372744964,1329.1,1.935189556,NA,1.314665729,NA,2.127409031,NA,1.32281817,1207.6,2.547040503,NA,1.26342845,NA,3.176065221,1155.56,3.05694213,NA,3.898314956,1116.095,3.762868234,1044.86,3.818938909,1196.935,2.08962429,NA,1.152366082,1467.01,1.098466817,NA,3.853064447,NA,2.338683232,1069.38,2.522971139,NA,1.979003965,NA,3.064807889,NA,2.994559173,NA,1.193165153,NA,3.672529154,NA,3.973763217,NA,4.59815294,NA,4.651836444,NA,4.57990143,NA,4.829343153,NA,4.547257705,NA,1.054823308,NA,1.92735721,934.2275,4.013368753,NA,1.033160461,939.818,3.333830184,899.525,3.742949325,893.02,3.69356099,NA,1.293187347,NA,3.980910254,NA,3.950838118,NA,3.979476929,NA,3.905972441,NA,3.81367238,NA,3.943458297,NA,3.798952773,NA,1.330850028,1354.08,1.600599289,NA,1.168255936,NA,1.329642597,NA,1.352558409,NA,1.575303629,NA,1.72660984,NA,2.234735835,NA,1.165474442,1115.52,3.294220299,1123.526364,3.296108821,1067.065,3.8273977,NA,4.51961251,NA,1.275200086,NA,1.239887653,1198.9,1.938551954,NA,3.291035186,NA,1.139561142,NA,5.177417497,NA,3.492306471,916.05,3.204674141,NA,1.771699351,NA,2.872586978,1329.5675,0.977387632,NA,1.305316503,1334.488462,1.346643198,NA,3.52668079,NA,2.232425509,NA,1.221475148,NA,4.276917111,NA,3.274215651,1209.435,1.749512897,1206.09,1.916007063,NA,3.770215793,NA,4.56547101,NA,4.71043466,942.91,4.514052149,NA,4.076997022,931.78,4.026682536,NA,1.187249738,895.8,3.986215949,NA,1.028698167,NA,3.423367214,NA,3.833461489,NA,4.045532846,NA,3.90279959,NA,4.01038497,NA,3.91364789,NA,4.005329204,NA,3.856042826,NA,1.37460475,NA,1.036756439,1180.52,2.40427647,1313.62,1.510999664,NA,1.563322645,1320.64,1.932019601,NA,1.961370279,NA,2.219906368,NA,5.420194224,NA,1.156833825,1427.795,1.203014408,NA,1.145484547,NA,1.213672172,1379.6,1.18704339,1206.11,1.953714901,NA,0.951601793,1255.411667,2.377663944,1247.01,3.014986621,1067.265,2.56070122,1308.56,0.999082551,NA,1.006855919,NA,1.322327996,NA,2.228999622,NA,2.331269847,NA,1.563443298,NA,1.211568232,NA,3.913646598,NA,3.826768187,NA,1.863913878,1203.13,1.866668808,NA,4.004864468,NA,1.684775741,1351.623333,1.309436991,NA,1.714418654,1329.883333,1.65912483,NA,1.611368152,1453.62,1.347359592,NA,2.94356294,1092.3,3.408605179,NA,3.635614196,1321.96,2.245894623,NA,1.207791511,NA,1.173597142,1184.72,2.459251635,NA,2.285807182,NA,2.483155146,NA,1.716758452,1255.201,2.965386823,NA,4.605235164,900.895,3.798557428,NA,3.893602451,NA,2.129878191,NA,1.116669233,1854.17,0.763292859,NA,1.26892558,NA,2.702610685,NA,1.345282637,NA,3.691139753,1399.12,4.682346695,NA,2.056367566,1206.81,1.840082665,NA,2.522919411,NA,4.046369598,1367.58,1.048793463,NA,4.156341764,873.8125,3.926555485,NA,3.849585218,NA,3.868689673,NA,3.965367436,NA,3.877481911,NA,1.475506241,NA,1.21220053,NA,0.715141438,1317.95,1.372744964,1329.1,1.935189556,NA,1.314665729,NA,2.127409031,NA,1.32281817,1207.6,2.547040503,NA,1.26342845,NA,3.176065221,1155.56,3.05694213,NA,3.898314956,1116.095,3.762868234,1044.86,3.818938909,1196.935,2.08962429,NA,1.152366082,1467.01,1.098466817,NA,3.853064447,NA,2.338683232,1069.38,2.522971139,NA,1.979003965,NA,3.064807889,NA,2.994559173,NA,1.193165153,NA,3.672529154,NA,3.973763217,NA,4.59815294,NA,4.651836444,NA,4.57990143,NA,4.829343153,NA,4.547257705,NA,1.054823308,NA,1.92735721,934.2275,4.013368753,NA,1.033160461,939.818,3.333830184,899.525,3.742949325,893.02,3.69356099,NA,1.293187347,NA,3.980910254,NA,3.950838118,NA,3.979476929,NA,3.905972441,NA,3.81367238,NA,3.943458297,NA,3.798952773,NA,1.330850028,1354.08,1.600599289,NA,1.168255936,NA,1.329642597,NA,1.352558409,NA,1.575303629,NA,1.72660984,NA,2.234735835,NA,1.165474442,1115.52,3.294220299,1123.526364,3.296108821,1067.065,3.8273977,NA,4.51961251,NA,1.275200086,NA,1.239887653,1198.9,1.938551954,NA,3.291035186,NA,1.139561142,NA,5.177417497,NA,3.492306471,916.05,3.204674141,NA,1.771699351,NA,2.872586978,1329.5675,0.977387632,NA,1.305316503,1334.488462,1.346643198,NA,3.52668079,NA,2.232425509,NA,1.221475148,NA,4.276917111,NA,3.274215651,1209.435,1.749512897,1206.09,1.916007063,NA,3.770215793,NA,4.56547101,NA,4.71043466,942.91,4.514052149,NA,4.076997022,931.78,4.026682536,NA,1.187249738,895.8,3.986215949,NA,1.028698167,NA,3.423367214,NA,3.833461489,NA,4.045532846,NA,3.90279959,NA,4.01038497,NA,3.91364789,NA,4.005329204,NA,3.856042826,NA,1.37460475,NA,1.036756439,1180.52,2.40427647,1313.62,1.510999664,NA,1.563322645,1320.64,1.932019601,NA,1.961370279,NA,2.219906368,NA,5.420194224,NA,1.156833825,1427.795,1.203014408,NA,1.145484547,NA,1.213672172,1379.6,1.18704339,1206.11,1.953714901,NA,0.951601793,1255.411667,2.377663944,1247.01,3.014986621,1067.265,2.56070122,1308.56,0.999082551,NA,1.006855919,NA,1.322327996,NA,2.228999622,NA,2.331269847,NA,1.563443298,NA,1.211568232,NA,3.913646598,NA,3.826768187,NA,1.863913878,1203.13,1.866668808,NA,4.004864468,NA,1.684775741
m199006,NA,5.329830142,1351.775,5.054027243,NA,5.499918393,1329.925,5.516897298,NA,5.480295928,NA,4.988584179,NA,6.746788884,1092.52,6.805097255,1014.99,8.364004459,NA,6.33747486,NA,5.022582985,NA,4.958903117,NA,6.463750073,NA,6.498982258,NA,6.602892971,NA,5.533095342,1255.763333,7.275774785,NA,8.158074946,901.455,8.292296518,NA,8.130928305,NA,7.183744854,NA,5.67466359,1854.075714,6.146318077,NA,4.97228539,NA,11.17464634,NA,5.072576719,NA,13.78009246,1399.185,4.334079162,NA,6.117538083,1207.005,5.839243603,NA,6.580778834,NA,8.470185053,1367.6,4.361940395,NA,8.455755619,873.984,8.687493827,880.45,8.530397585,NA,8.849499158,NA,8.24221015,NA,8.120376057,NA,4.526567241,NA,5.219891612,NA,5.897010126,NA,5.146221752,1329.365,5.645150814,NA,4.596050763,NA,5.821438269,NA,5.041262074,1207.57125,10.26618184,NA,4.762554932,NA,6.39843292,1155.86,6.819557261,NA,7.267000709,1116.605,7.503127183,NA,7.941538369,1197.39,6.176732635,NA,4.463626825,1467.053333,4.982580703,NA,8.243165755,NA,6.331972786,1069.51,6.081142348,NA,5.690803881,1139.15,6.658518238,NA,6.635931546,NA,5.005460761,NA,7.019306832,NA,6.433338575,NA,7.796507897,NA,7.995861142,NA,7.797694524,NA,8.090403934,NA,7.996308554,NA,4.529900597,NA,5.629946789,934.764,8.57702556,NA,4.284355058,940.255,7.713422553,899.78,8.147729358,893.398,8.045861804,NA,5.179162477,NA,8.243039513,NA,8.221396229,NA,8.279098892,NA,8.13175714,NA,8.078015306,NA,8.199271115,NA,7.956286907,NA,5.75495774,1354.02,4.714802352,NA,4.563113878,NA,5.000352151,NA,5.074093931,NA,5.468034922,NA,5.568801847,NA,5.804636888,NA,4.943134295,1117.6,6.436613835,1123.618,6.842847853,1067.9,7.510118976,915.4433333,8.164394424,NA,5.019205086,NA,4.985831473,1198.675,5.960409209,NA,7.666443803,NA,8.339151592,1016.8,6.729228835,NA,7.924195517,916.65,7.348126996,NA,5.500426451,NA,6.987470231,1329.769167,4.066557535,NA,5.679504251,1334.39,5.057501854,NA,14.72392753,NA,5.807427728,NA,11.15377299,1046.55,6.648682065,NA,6.666790136,1209.555,5.590070514,1206.1475,5.966685585,NA,9.208759886,NA,7.720721587,NA,8.089363602,NA,8.081873789,NA,8.544825328,932.79,8.603312577,NA,4.720132957,896.41,8.754615307,NA,4.195210613,NA,9.708302899,NA,8.928553854,925.45,8.421783543,NA,8.188202922,NA,8.270926387,NA,8.195478552,NA,8.231076145,NA,8.069693953,NA,4.912891517,NA,4.379063896,NA,6.353392855,1313.67,5.313063928,NA,5.352354374,1320.79,5.717298249,NA,5.706344607,NA,5.43364297,NA,5.501073594,NA,4.964795803,1427.8375,5.014424705,NA,4.922815639,NA,4.821804974,NA,4.784327823,1206.28,6.027847997,NA,5.511996385,1255.572,6.385647712,1248.316667,7.376114435,1067.32,6.103098991,1308.652,4.256732623,NA,6.144025785,NA,4.953074566,NA,5.813194018,NA,6.337695805,NA,5.277773967,NA,4.959739663,NA,6.45962905,NA,7.788603947,NA,5.854287148,1203.24,5.884205596,NA,8.54036583,NA,5.420631069,1351.775,5.054027243,NA,5.499918393,1329.925,5.516897298,NA,5.480295928,NA,4.988584179,NA,6.746788884,1092.52,6.805097255,1014.99,8.364004459,NA,6.33747486,NA,5.022582985,NA,4.958903117,NA,6.463750073,NA,6.498982258,NA,6.602892971,NA,5.533095342,1255.763333,7.275774785,NA,8.158074946,901.455,8.292296518,NA,8.130928305,NA,7.183744854,NA,5.67466359,1854.075714,6.146318077,NA,4.97228539,NA,11.17464634,NA,5.072576719,NA,13.78009246,1399.185,4.334079162,NA,6.117538083,1207.005,5.839243603,NA,6.580778834,NA,8.470185053,1367.6,4.361940395,NA,8.455755619,873.984,8.687493827,880.45,8.530397585,NA,8.849499158,NA,8.24221015,NA,8.120376057,NA,4.526567241,NA,5.219891612,NA,5.897010126,NA,5.146221752,1329.365,5.645150814,NA,4.596050763,NA,5.821438269,NA,5.041262074,1207.57125,10.26618184,NA,4.762554932,NA,6.39843292,1155.86,6.819557261,NA,7.267000709,1116.605,7.503127183,NA,7.941538369,1197.39,6.176732635,NA,4.463626825,1467.053333,4.982580703,NA,8.243165755,NA,6.331972786,1069.51,6.081142348,NA,5.690803881,1139.15,6.658518238,NA,6.635931546,NA,5.005460761,NA,7.019306832,NA,6.433338575,NA,7.796507897,NA,7.995861142,NA,7.797694524,NA,8.090403934,NA,7.996308554,NA,4.529900597,NA,5.629946789,934.764,8.57702556,NA,4.284355058,940.255,7.713422553,899.78,8.147729358,893.398,8.045861804,NA,5.179162477,NA,8.243039513,NA,8.221396229,NA,8.279098892,NA,8.13175714,NA,8.078015306,NA,8.199271115,NA,7.956286907,NA,5.75495774,1354.02,4.714802352,NA,4.563113878,NA,5.000352151,NA,5.074093931,NA,5.468034922,NA,5.568801847,NA,5.804636888,NA,4.943134295,1117.6,6.436613835,1123.618,6.842847853,1067.9,7.510118976,915.4433333,8.164394424,NA,5.019205086,NA,4.985831473,1198.675,5.960409209,NA,7.666443803,NA,8.339151592,1016.8,6.729228835,NA,7.924195517,916.65,7.348126996,NA,5.500426451,NA,6.987470231,1329.769167,4.066557535,NA,5.679504251,1334.39,5.057501854,NA,14.72392753,NA,5.807427728,NA,11.15377299,1046.55,6.648682065,NA,6.666790136,1209.555,5.590070514,1206.1475,5.966685585,NA,9.208759886,NA,7.720721587,NA,8.089363602,NA,8.081873789,NA,8.544825328,932.79,8.603312577,NA,4.720132957,896.41,8.754615307,NA,4.195210613,NA,9.708302899,NA,8.928553854,925.45,8.421783543,NA,8.188202922,NA,8.270926387,NA,8.195478552,NA,8.231076145,NA,8.069693953,NA,4.912891517,NA,4.379063896,NA,6.353392855,1313.67,5.313063928,NA,5.352354374,1320.79,5.717298249,NA,5.706344607,NA,5.43364297,NA,5.501073594,NA,4.964795803,1427.8375,5.014424705,NA,4.922815639,NA,4.821804974,NA,4.784327823,1206.28,6.027847997,NA,5.511996385,1255.572,6.385647712,1248.316667,7.376114435,1067.32,6.103098991,1308.652,4.256732623,NA,6.144025785,NA,4.953074566,NA,5.813194018,NA,6.337695805,NA,5.277773967,NA,4.959739663,NA,6.45962905,NA,7.788603947,NA,5.854287148,1203.24,5.884205596,NA,8.54036583,NA,5.420631069
