"","ID","Start_Year","End_Year","Length","R_Linear","R_Quar","R_Exponen","Correlation","pvalue"
"672","31078600","1990","2016","27","0.0024","0.1955","0.0024","0.049","0.8067"
"673"," "," "," "," "," "," "," "," "," "
"674","31081200","1991","2016","26","0.008","0.2681","0.0079","0.089","0.6646"
"675"," "," "," "," "," "," "," "," "," "
"676","31081300","1990","2016","27","0.0139","0.0543","0.0138","0.118","0.5587"
"677"," "," "," "," "," "," "," "," "," "
"678","31082600","1992","2016","25","0.0221","0.0839","0.0221","-0.149","0.4784"
"679"," "," "," "," "," "," "," "," "," "
"680","31087700","2005","2016","12","0.0514","0.4547","0.0514","-0.227","0.4787"
"681"," "," "," "," "," "," "," "," "," "
"682","31088200","1990","2016","27","0.0159","0.0929","0.0159","0.126","0.5304"
"683"," "," "," "," "," "," "," "," "," "
"684","31091300","1996","2006","11","0.47","0.5191","0.47","0.686","0.0199"
"685"," "," "," "," "," "," "," "," "," "
"686","31092100","1994","2016","23","0.1838","0.1804","0.1839","0.429","0.0412"
"687"," "," "," "," "," "," "," "," "," "
"688","32001800","1990","2016","27","0.024","0.0788","0.024","0.155","0.4406"
"689"," "," "," "," "," "," "," "," "," "
"690","32002200","2002","2016","15","0.0061","0.0758","0.0061","-0.078","0.7818"
"691"," "," "," "," "," "," "," "," "," "
"692","32005702","1990","2016","27","0.0099","0.1802","0.0099","0.1","0.6213"
"693"," "," "," "," "," "," "," "," "," "
"694","33003600","1991","2016","26","0.2428","0.257","0.243","0.493","0.0105"
"695"," "," "," "," "," "," "," "," "," "
"696","34002200","1990","2016","27","0.2005","0.2026","0.2005","0.448","0.0192"
"697"," "," "," "," "," "," "," "," "," "
"698","34003200","1990","2016","27","0.1545","0.1768","0.1545","0.393","0.0425"
"699"," "," "," "," "," "," "," "," "," "
"700","34004400","1990","2016","27","0.2021","0.2434","0.2021","0.45","0.0187"
"701"," "," "," "," "," "," "," "," "," "
"702","34006200","1990","2016","27","0.2","0.1996","0.2","0.447","0.0194"
"703"," "," "," "," "," "," "," "," "," "
"704","34006600","1990","2016","27","0.3105","0.3675","0.3105","0.557","0.0025"
"705"," "," "," "," "," "," "," "," "," "
"706","34007800","1990","2016","27","0.0217","0.1326","0.0216","0.147","0.4637"
"707"," "," "," "," "," "," "," "," "," "
"708","34007900","1990","2016","27","0.2747","0.2841","0.2747","0.524","0.005"
"709"," "," "," "," "," "," "," "," "," "
"710","34008600","1990","2016","27","0.0806","0.1036","0.0806","0.284","0.1512"
"711"," "," "," "," "," "," "," "," "," "
"712","34011600","1990","2016","27","0.0518","0.0808","0.0518","0.228","0.2534"
"713"," "," "," "," "," "," "," "," "," "
"714","34011900","1990","2016","27","0.0012","0.074","0.0012","0.034","0.8649"
"715"," "," "," "," "," "," "," "," "," "
"716","34014200","1990","2016","27","0.0185","0.0741","0.0185","0.136","0.4984"
"717"," "," "," "," "," "," "," "," "," "
"718","34015400","1990","2016","27","0.2141","0.3427","0.2141","0.463","0.0151"
"719"," "," "," "," "," "," "," "," "," "
"720","34015800","1990","2016","27","0.2451","0.3054","0.2452","0.495","0.0086"
"721"," "," "," "," "," "," "," "," "," "
"722","34016900","1990","2016","27","0.0924","0.1748","0.0924","0.304","0.1231"
"723"," "," "," "," "," "," "," "," "," "
"724","34017100","1990","2016","27","0.2477","0.2487","0.2477","0.498","0.0082"
"725"," "," "," "," "," "," "," "," "," "
"726","34017200","1990","2016","27","9e-04","0.3276","9e-04","0.03","0.8817"
"727"," "," "," "," "," "," "," "," "," "
"728","34018100","1990","2016","27","0.1654","0.1815","0.1654","0.407","0.0353"
"729"," "," "," "," "," "," "," "," "," "
"730","34018600","2001","2016","16","0.4018","0.3735","0.4019","0.634","0.0084"
"731"," "," "," "," "," "," "," "," "," "
"732","34019200","1990","2016","27","0.034","0.2636","0.0339","0.184","0.3571"
"733"," "," "," "," "," "," "," "," "," "
"734","34019300","1990","2016","27","0.0677","0.2327","0.0676","0.26","0.19"
"735"," "," "," "," "," "," "," "," "," "
"736","34019600","1990","2016","27","0.0956","0.0967","0.0957","0.309","0.1165"
"737"," "," "," "," "," "," "," "," "," "
"738","34020600","1990","2016","27","0.0474","0.2291","0.0473","0.218","0.2754"
"739"," "," "," "," "," "," "," "," "," "
"740","34021700","1990","2016","27","0.0249","0.0405","0.0249","0.158","0.4321"
"741"," "," "," "," "," "," "," "," "," "
"742","34021800","2000","2016","17","0.3934","0.4177","0.3932","0.627","0.007"
"743"," "," "," "," "," "," "," "," "," "
"744","34022400","1990","2016","27","0.0153","0.1461","0.0153","0.124","0.5389"
"745"," "," "," "," "," "," "," "," "," "
"746","34024600","1990","2016","27","0.008","0.034","0.008","0.089","0.6578"
"747"," "," "," "," "," "," "," "," "," "
"748","34025100","1990","2016","27","0.0544","0.2866","0.0544","0.233","0.2415"
"749"," "," "," "," "," "," "," "," "," "
"750","34028300","1990","2016","27","0.0614","0.1002","0.0614","0.248","0.2127"
"751"," "," "," "," "," "," "," "," "," "
"752","34039000","2000","2016","17","0.3166","0.3692","0.3165","0.563","0.0187"
"753"," "," "," "," "," "," "," "," "," "
"754","38004700","2004","2016","13","0.0076","0.0087","0.0076","0.087","0.7774"
"755"," "," "," "," "," "," "," "," "," "
"756","38077900","1993","2016","24","0.0538","0.0655","0.0538","0.232","0.2756"
"757"," "," "," "," "," "," "," "," "," "
"758","40003100","1990","2016","27","0.1132","0.1415","0.1132","0.336","0.0862"
"759"," "," "," "," "," "," "," "," "," "
"760","40003300","1990","2016","27","0.0789","0.1559","0.0788","0.281","0.1559"
"761"," "," "," "," "," "," "," "," "," "
"762","40005700","1993","2016","24","0.0996","0.2508","0.0996","0.316","0.1329"
"763"," "," "," "," "," "," "," "," "," "
"764","40009200","1990","2016","27","0.0083","0.1252","0.0082","0.091","0.6518"
"765"," "," "," "," "," "," "," "," "," "
"766","40009202","1990","2016","27","0.0095","0.5633","0.0094","0.097","0.6289"
"767"," "," "," "," "," "," "," "," "," "
"768","40011700","1990","2008","19","0.0792","0.2296","0.0791","0.281","0.2431"
"769"," "," "," "," "," "," "," "," "," "
"770","41008900","2004","2016","13","0.0094","0.6104","0.0093","0.097","0.7531"
"771"," "," "," "," "," "," "," "," "," "
"772","43001200","1990","2016","27","0.0688","0.0629","0.0689","0.262","0.1861"
"773"," "," "," "," "," "," "," "," "," "
"774","44000300","1992","2016","25","0.0091","0.0256","0.0091","0.095","0.6498"
"775"," "," "," "," "," "," "," "," "," "
"776","46002400","1992","2016","25","0.0589","0.1366","0.0589","0.243","0.2425"
"777"," "," "," "," "," "," "," "," "," "
"778","47000200","1993","2016","24","0.2375","0.2623","0.2375","0.487","0.0157"
"779"," "," "," "," "," "," "," "," "," "
"780","47002300","2003","2016","14","0.2258","0.2533","0.2258","0.475","0.086"
"781"," "," "," "," "," "," "," "," "," "
"782","47003200","1992","2016","25","0.0559","0.2681","0.0559","0.236","0.2552"
"783"," "," "," "," "," "," "," "," "," "
"784","47004600","1990","2016","27","0.1511","0.1618","0.1511","0.389","0.0451"
"785"," "," "," "," "," "," "," "," "," "
"786","47004900","1992","2016","25","0.2086","0.209","0.2086","0.457","0.0217"
"787"," "," "," "," "," "," "," "," "," "
"788","47005000","1990","2016","27","0.189","0.2016","0.189","0.435","0.0234"
"789"," "," "," "," "," "," "," "," "," "
"790","47006800","1990","2016","27","0.3988","0.3839","0.3988","0.631","4e-04"
"791"," "," "," "," "," "," "," "," "," "
"792","47008200","1995","2016","22","0.4404","0.4643","0.4403","0.664","8e-04"
"793"," "," "," "," "," "," "," "," "," "
"794","47008800","1995","2016","22","0.31","0.3249","0.31","0.557","0.0071"
"795"," "," "," "," "," "," "," "," "," "
"796","47009500","1990","2016","27","0.2495","0.2578","0.2495","0.5","0.008"
"797"," "," "," "," "," "," "," "," "," "
"798","47011800","1998","2016","19","0.404","0.3977","0.4041","0.636","0.0034"
"799"," "," "," "," "," "," "," "," "," "
"800","47011900","1990","2016","27","0.004","0.5932","0.004","0.063","0.7542"
"801"," "," "," "," "," "," "," "," "," "
"802","47012900","1996","2016","21","1e-04","0.0146","1e-04","-0.008","0.9717"
"803"," "," "," "," "," "," "," "," "," "
"804","47013400","1992","2016","25","0.0626","0.0614","0.0626","0.25","0.2278"
"805"," "," "," "," "," "," "," "," "," "
"806","47017700","1997","2016","20","0.063","0.0708","0.0631","0.251","0.2857"
"807"," "," "," "," "," "," "," "," "," "
"808","48001200","1990","2016","27","0.1073","0.2699","0.1073","0.328","0.0953"
"809"," "," "," "," "," "," "," "," "," "
"810","49001500","1993","2016","24","0.0072","0.0844","0.0072","0.085","0.6931"
"811"," "," "," "," "," "," "," "," "," "
"812","49001600","1990","2016","27","0.0777","0.1665","0.0778","0.279","0.1591"
"813"," "," "," "," "," "," "," "," "," "
"814","49002400","1997","2016","20","1e-04","0.0222","1e-04","-0.009","0.9701"
"815"," "," "," "," "," "," "," "," "," "
"816","49005600","1995","2016","22","0.1181","0.2415","0.1181","0.344","0.1173"
"817"," "," "," "," "," "," "," "," "," "
"818","49007900","1990","2016","27","0.0011","0.0468","0.0011","0.033","0.8717"
"819"," "," "," "," "," "," "," "," "," "
"820","49012700","1994","2016","23","0.005","0.232","0.005","0.071","0.749"
"821"," "," "," "," "," "," "," "," "," "
"822","49013300","1999","2016","18","0.0203","0.1879","0.0203","0.143","0.5724"
"823"," "," "," "," "," "," "," "," "," "
"824","49013700","1993","2016","24","0.0082","0.083","0.0082","0.09","0.6744"
"825"," "," "," "," "," "," "," "," "," "
"826","51004600","1990","2016","27","0.2003","0.2352","0.2002","0.448","0.0192"
"827"," "," "," "," "," "," "," "," "," "
"828","51006300","1997","2016","20","0.2194","0.2248","0.2194","0.468","0.0373"
"829"," "," "," "," "," "," "," "," "," "
"830","52000100","2000","2016","17","0.0451","0.0973","0.0452","0.212","0.413"
"831"," "," "," "," "," "," "," "," "," "
"832","56011600","1994","2016","23","0.0368","0.0315","0.0368","0.192","0.3804"
"833"," "," "," "," "," "," "," "," "," "
"834","56013000","1990","2016","27","0.1801","0.1956","0.1801","0.424","0.0273"
"835"," "," "," "," "," "," "," "," "," "
"836","56013800","1991","2016","26","0.0017","0.0096","0.0017","0.041","0.8411"
"837"," "," "," "," "," "," "," "," "," "
"838","56014100","1990","2016","27","0.1683","0.1642","0.1683","0.41","0.0336"
"839"," "," "," "," "," "," "," "," "," "
"840","56014200","1990","2016","27","0.0076","0.0111","0.0076","0.087","0.6661"
"841"," "," "," "," "," "," "," "," "," "
"842","56019100","1995","2016","22","0.0157","0.1823","0.0157","-0.125","0.5782"
"843"," "," "," "," "," "," "," "," "," "
"844","56023800","1991","2016","26","0.0025","0.0734","0.0025","-0.05","0.8077"
"845"," "," "," "," "," "," "," "," "," "
"846","56023900","1990","2016","27","1e-04","0.0584","1e-04","0.011","0.9549"
"847"," "," "," "," "," "," "," "," "," "
"848","56024000","1990","2016","27","0.0113","0.0107","0.0113","0.106","0.5978"
"849"," "," "," "," "," "," "," "," "," "
"850","56024200","1990","2016","27","0.0296","0.0402","0.0296","0.172","0.3911"
"851"," "," "," "," "," "," "," "," "," "
"852","56025300","1996","2016","21","0.0019","0.0652","0.0019","0.044","0.8507"
"853"," "," "," "," "," "," "," "," "," "
"854","56029700","1996","2016","21","0.0156","0.0106","0.0155","-0.125","0.59"
"855"," "," "," "," "," "," "," "," "," "
"856","56029800","1996","2016","21","0.033","0.0609","0.033","0.182","0.4306"
"857"," "," "," "," "," "," "," "," "," "
"858","56030200","1996","2016","21","0.0104","0.2978","0.0104","0.102","0.6595"
"859"," "," "," "," "," "," "," "," "," "
"860","56032800","1992","2016","25","0.0093","0.3302","0.0093","0.096","0.6469"
"861"," "," "," "," "," "," "," "," "," "
"862","56036900","1997","2016","20","0.0194","0.0425","0.0193","0.139","0.5586"
"863"," "," "," "," "," "," "," "," "," "
"864","56037700","1997","2016","20","0.0033","0.347","0.0033","0.057","0.8099"
"865"," "," "," "," "," "," "," "," "," "
"866","56038500","1990","2016","27","0.0105","0.0128","0.0105","0.102","0.6119"
"867"," "," "," "," "," "," "," "," "," "
"868","56038601","1993","2007","15","0.0872","0.3853","0.0872","0.295","0.2852"
"869"," "," "," "," "," "," "," "," "," "
"870","56038602","1993","2016","24","0.0152","0.0173","0.0152","0.123","0.5664"
"871"," "," "," "," "," "," "," "," "," "
"872","56038700","1995","2016","22","0.0033","0.0461","0.0033","0.057","0.8"
"873"," "," "," "," "," "," "," "," "," "
"874","56038800","1992","2016","25","8e-04","0.089","8e-04","0.029","0.8906"
"875"," "," "," "," "," "," "," "," "," "
"876","56047500","1990","2016","27","0.0478","0.0474","0.0478","0.219","0.2731"
"877"," "," "," "," "," "," "," "," "," "
"878","56052300","1998","2016","19","0.0089","0.0246","0.0089","0.094","0.7008"
"879"," "," "," "," "," "," "," "," "," "
"880","56053200","1999","2016","18","0.2601","0.2778","0.2601","0.51","0.0306"
"881"," "," "," "," "," "," "," "," "," "
"882","56065800","1997","2016","20","0.0096","0.0259","0.0096","0.098","0.6816"
"883"," "," "," "," "," "," "," "," "," "
"884","56074700","1990","2016","27","0.0558","0.1162","0.0558","0.236","0.2355"
"885"," "," "," "," "," "," "," "," "," "
"886","56076000","1990","2016","27","0.1385","0.1337","0.1385","0.372","0.0559"
"887"," "," "," "," "," "," "," "," "," "
"888","56078100","1990","2016","27","0.1886","0.2032","0.1885","0.434","0.0236"
"889"," "," "," "," "," "," "," "," "," "
"890","56078400","1990","2016","27","0.0642","0.0661","0.0642","0.253","0.2021"
"891"," "," "," "," "," "," "," "," "," "
"892","56078600","1993","2016","24","0.0887","0.1397","0.0888","0.298","0.1575"
"893"," "," "," "," "," "," "," "," "," "
"894","56087700","1994","2016","23","0.001","0.2553","0.001","-0.031","0.8873"
"895"," "," "," "," "," "," "," "," "," "
"896","56091500","1990","2016","27","0.0613","0.1437","0.0613","0.248","0.2131"
"897"," "," "," "," "," "," "," "," "," "
"898","58002400","2000","2016","17","0.2011","0.2322","0.2011","0.448","0.071"
"899"," "," "," "," "," "," "," "," "," "
"900","58006200","2003","2016","14","0.0362","0.1852","0.0361","-0.19","0.5147"
"901"," "," "," "," "," "," "," "," "," "
"902","58006700","1990","2016","27","0.0081","0.1311","0.0081","0.09","0.6559"
"903"," "," "," "," "," "," "," "," "," "
"904","58008100","1990","2016","27","0.0348","0.1143","0.0348","0.187","0.3515"
"905"," "," "," "," "," "," "," "," "," "
"906","58012300","1990","2016","27","0.0787","0.0713","0.0787","0.28","0.1565"
"907"," "," "," "," "," "," "," "," "," "
"908","58013000","1993","2016","24","0.2679","0.3411","0.2679","0.518","0.0096"
"909"," "," "," "," "," "," "," "," "," "
"910","58014200","1991","2016","26","0.404","0.3826","0.4041","0.636","5e-04"
"911"," "," "," "," "," "," "," "," "," "
"912","60000600","1991","2016","26","0.0085","0.0171","0.0085","-0.092","0.6548"
"913"," "," "," "," "," "," "," "," "," "
"914","60001200","1991","2016","26","0","0.0015","0","-0.005","0.9812"
"915"," "," "," "," "," "," "," "," "," "
"916","60002700","1991","2016","26","3e-04","0.0063","3e-04","-0.018","0.932"
"917"," "," "," "," "," "," "," "," "," "
"918","60003200","1991","2016","26","0.0034","0.1967","0.0034","-0.058","0.7786"
"919"," "," "," "," "," "," "," "," "," "
"920","60014200","1991","2002","12","0.077","0.2254","0.077","0.278","0.3824"
"921"," "," "," "," "," "," "," "," "," "
"922","60018500","1998","2016","19","0.1337","0.1452","0.1337","0.366","0.1236"
"923"," "," "," "," "," "," "," "," "," "
"924","60018900","1991","2016","26","1e-04","0.1028","1e-04","0.01","0.9622"
"925"," "," "," "," "," "," "," "," "," "
"926","60020200","1990","2016","27","0.0014","0.9389","0.0015","-0.038","0.8507"
"927"," "," "," "," "," "," "," "," "," "
"928","60021700","1990","2016","27","1e-04","0.8531","1e-04","0.011","0.9551"
"929"," "," "," "," "," "," "," "," "," "
"930","60029300","1991","2016","26","0.0061","0.2321","0.0061","-0.078","0.7052"
"931"," "," "," "," "," "," "," "," "," "
"932","60030500","1990","2016","27","9e-04","0.0624","9e-04","0.03","0.8837"
"933"," "," "," "," "," "," "," "," "," "
"934","61003700","1994","2016","23","0.1526","0.2967","0.1527","0.391","0.0653"
"935"," "," "," "," "," "," "," "," "," "
"936","61006000","1994","2016","23","0.2746","0.2924","0.2746","0.524","0.0103"
"937"," "," "," "," "," "," "," "," "," "
"938","61006700","1994","2016","23","0.0063","0.0736","0.0064","0.08","0.7178"
"939"," "," "," "," "," "," "," "," "," "
"940","61007200","1990","2016","27","0.2596","0.2432","0.2596","0.51","0.0066"
"941"," "," "," "," "," "," "," "," "," "
"942","61011100","1990","2016","27","0.203","0.2068","0.203","0.451","0.0183"
"943"," "," "," "," "," "," "," "," "," "
"944","61013000","1990","2016","27","0.0225","0.0392","0.0226","0.15","0.4547"
"945"," "," "," "," "," "," "," "," "," "
"946","65000200","1990","2016","27","0.1602","0.2139","0.1602","0.4","0.0386"
"947"," "," "," "," "," "," "," "," "," "
"948","65000600","1990","2016","27","0.2064","0.2438","0.2064","0.454","0.0173"
"949"," "," "," "," "," "," "," "," "," "
"950","66003800","1990","2016","27","0.0782","0.0957","0.0782","0.28","0.1578"
"951"," "," "," "," "," "," "," "," "," "
"952","69000400","1995","2016","22","0.2378","0.2379","0.2378","0.488","0.0213"
"953"," "," "," "," "," "," "," "," "," "
"954","69002700","1990","2016","27","0.0192","0.067","0.0192","0.139","0.4904"
"955"," "," "," "," "," "," "," "," "," "
"956","69002800","1990","2016","27","0.0253","0.0308","0.0253","0.159","0.4281"
"957"," "," "," "," "," "," "," "," "," "
"958","69004100","2000","2016","17","0.2172","0.3923","0.2172","0.466","0.0593"
"959"," "," "," "," "," "," "," "," "," "
"960","69011800","1993","2016","24","0.075","0.0804","0.075","0.274","0.1954"
"961"," "," "," "," "," "," "," "," "," "
"962","69012300","1995","2016","22","0.194","0.2104","0.194","0.44","0.0402"
"963"," "," "," "," "," "," "," "," "," "
"964","69021800","1991","2016","26","0.0704","0.1006","0.0704","0.265","0.1901"
"965"," "," "," "," "," "," "," "," "," "
"966","69023100","1990","2016","27","0.0028","0.069","0.0028","0.053","0.7946"
"967"," "," "," "," "," "," "," "," "," "
"968","69023200","1995","2016","22","0.0399","0.0823","0.0399","0.2","0.3727"
"969"," "," "," "," "," "," "," "," "," "
"970","69024100","1998","2016","19","0.006","0.0756","0.006","0.077","0.7533"
"971"," "," "," "," "," "," "," "," "," "
"972","69028501","1993","2016","24","0.1067","0.3144","0.1067","-0.327","0.1192"
"973"," "," "," "," "," "," "," "," "," "
"974","69028503","1991","2016","26","0.1423","0.1761","0.1423","0.377","0.0574"
"975"," "," "," "," "," "," "," "," "," "
"976","69037800","1990","2016","27","0.0782","0.1025","0.0782","0.28","0.1577"
"977"," "," "," "," "," "," "," "," "," "
"978","69041200","1992","2005","14","0.1259","0.1357","0.1259","0.355","0.2131"
"979"," "," "," "," "," "," "," "," "," "
"980","69042400","1998","2016","19","0.032","0.1585","0.032","0.179","0.4638"
"981"," "," "," "," "," "," "," "," "," "
"982","69049500","1997","2016","20","0.0158","0.1532","0.0158","0.126","0.5978"
"983"," "," "," "," "," "," "," "," "," "
"984","69050100","1990","2016","27","0.0039","0.0154","0.0039","0.063","0.756"
"985"," "," "," "," "," "," "," "," "," "
"986","69050900","1990","2016","27","0.0449","0.1105","0.0449","0.212","0.2884"
"987"," "," "," "," "," "," "," "," "," "
"988","69052100","1995","2016","22","0.0307","0.0608","0.0307","0.175","0.4351"
"989"," "," "," "," "," "," "," "," "," "
"990","69054600","1992","2014","23","0.0434","0.0238","0.0434","0.208","0.3401"
"991"," "," "," "," "," "," "," "," "," "
"992","69056500","2001","2016","16","0.0015","2e-04","0.0015","0.038","0.8878"
"993"," "," "," "," "," "," "," "," "," "
"994","69062700","1990","2016","27","0.0448","0.0493","0.0448","0.212","0.2893"
"995"," "," "," "," "," "," "," "," "," "
"996","69065100","1991","2016","26","0.2185","0.3925","0.2184","0.467","0.0161"
"997"," "," "," "," "," "," "," "," "," "
"998","69065300","1992","2016","25","0.1671","0.1904","0.1671","0.409","0.0425"
"999"," "," "," "," "," "," "," "," "," "
"1000","69066000","1990","2016","27","0.3069","0.2863","0.3069","0.554","0.0027"
"1001"," "," "," "," "," "," "," "," "," "
"1002","69066900","1990","2016","27","0.0013","0.0284","0.0013","0.036","0.8591"
"1003"," "," "," "," "," "," "," "," "," "
"1004","69068600","1993","2016","24","0.1702","0.155","0.1703","0.413","0.0451"
"1005"," "," "," "," "," "," "," "," "," "
"1006","69070000","1990","2016","27","0.1026","0.0959","0.1026","0.32","0.1034"
"1007"," "," "," "," "," "," "," "," "," "
"1008","69073600","1990","2016","27","0.0091","0.0058","0.0091","0.095","0.6369"
"1009"," "," "," "," "," "," "," "," "," "
"1010","69079400","1997","2016","20","0.0663","0.0769","0.0663","0.258","0.2729"
"1011"," "," "," "," "," "," "," "," "," "
"1012","69079600","1990","2016","27","0.1602","0.1699","0.1602","0.4","0.0386"
"1013"," "," "," "," "," "," "," "," "," "
"1014","69084100","1990","2016","27","0.0498","0.0598","0.0498","-0.223","0.2632"
"1015"," "," "," "," "," "," "," "," "," "
"1016","69084800","1993","2016","24","0.0396","0.1013","0.0396","0.199","0.3514"
"1017"," "," "," "," "," "," "," "," "," "
"1018","69088700","1993","2016","24","0.2066","0.2128","0.2066","0.455","0.0257"
"1019"," "," "," "," "," "," "," "," "," "
"1020","69089100","1991","2016","26","0.1211","0.0988","0.1211","0.348","0.0815"
"1021"," "," "," "," "," "," "," "," "," "
"1022","69093200","1992","2016","25","0.0132","0.2156","0.0132","0.115","0.5844"
"1023"," "," "," "," "," "," "," "," "," "
"1024","69093900","1990","2016","27","0.0242","0.0322","0.0242","0.156","0.4381"
"1025"," "," "," "," "," "," "," "," "," "
"1026","70005400","1990","2016","27","0.1774","0.2069","0.1775","0.421","0.0287"
"1027"," "," "," "," "," "," "," "," "," "
"1028","70006900","2001","2016","16","0.0168","0.042","0.0168","0.13","0.6321"
"1029"," "," "," "," "," "," "," "," "," "
"1030","70007200","1990","2016","27","8e-04","0.0302","8e-04","-0.027","0.892"
"1031"," "," "," "," "," "," "," "," "," "
"1032","70009100","1994","2016","23","0.0343","0.0298","0.0343","0.185","0.3978"
"1033"," "," "," "," "," "," "," "," "," "
"1034","71014700","1990","2016","27","0.3412","0.3591","0.3413","0.584","0.0014"
"1035"," "," "," "," "," "," "," "," "," "
"1036","71015900","1993","2016","24","0.138","0.1219","0.1381","0.371","0.0739"
"1037"," "," "," "," "," "," "," "," "," "
"1038","72005000","2004","2016","13","0.0414","0.5107","0.0414","-0.203","0.5049"
"1039"," "," "," "," "," "," "," "," "," "
"1040","72009300","1997","2016","20","0.0102","0.3298","0.0102","0.101","0.6718"
"1041"," "," "," "," "," "," "," "," "," "
"1042","73000400","1993","2016","24","0.3519","0.3302","0.352","0.593","0.0022"
"1043"," "," "," "," "," "," "," "," "," "
"1044","73003700","1990","2016","27","0.0243","0.1107","0.0243","0.156","0.4378"
"1045"," "," "," "," "," "," "," "," "," "
"1046","73005500","1990","2016","27","0.0073","0.0428","0.0073","-0.085","0.6723"
"1047"," "," "," "," "," "," "," "," "," "
"1048","73006400","1996","2016","21","0.4612","0.4768","0.4612","0.679","7e-04"
"1049"," "," "," "," "," "," "," "," "," "
"1050","73007200","1999","2016","18","0.4152","0.4554","0.4153","0.644","0.0039"
"1051"," "," "," "," "," "," "," "," "," "
"1052","73008600","2001","2016","16","0.0814","0.1788","0.0814","0.285","0.2842"
"1053"," "," "," "," "," "," "," "," "," "
"1054","73009700","1999","2016","18","0.0703","0.0599","0.0703","0.265","0.2876"
"1055"," "," "," "," "," "," "," "," "," "
"1056","73010200","1994","2016","23","0.0942","0.1606","0.0942","0.307","0.1543"
"1057"," "," "," "," "," "," "," "," "," "
"1058","73010600","1990","2016","27","0.0748","0.2698","0.0748","0.274","0.1674"
"1059"," "," "," "," "," "," "," "," "," "
"1060","73011800","1998","2016","19","0.4307","0.4711","0.4307","0.656","0.0023"
"1061"," "," "," "," "," "," "," "," "," "
"1062","73012800","1998","2016","19","0.4182","0.4168","0.4183","0.647","0.0028"
"1063"," "," "," "," "," "," "," "," "," "
"1064","73014700","1999","2016","18","0.292","0.2662","0.2921","0.54","0.0206"
"1065"," "," "," "," "," "," "," "," "," "
"1066","73015000","1996","2016","21","0.2209","0.2008","0.221","0.47","0.0316"
"1067"," "," "," "," "," "," "," "," "," "
"1068","73015900","1990","2016","27","0.0233","0.042","0.0233","0.152","0.4476"
"1069"," "," "," "," "," "," "," "," "," "
"1070","73019000","1998","2016","19","0.1487","0.1331","0.1487","0.386","0.103"
"1071"," "," "," "," "," "," "," "," "," "
"1072","73019600","1990","2016","27","0.1222","0.1127","0.1224","0.35","0.0738"
"1073"," "," "," "," "," "," "," "," "," "
"1074","73020000","1990","2016","27","0.0243","0.0248","0.0243","0.156","0.4378"
"1075"," "," "," "," "," "," "," "," "," "
"1076","76007200","1995","2016","22","0.0943","0.8633","0.0944","-0.307","0.1644"
"1077"," "," "," "," "," "," "," "," "," "
"1078","77000700","1993","2016","24","0.0446","0.3772","0.0446","0.211","0.3219"
"1079"," "," "," "," "," "," "," "," "," "
"1080","77002300","1998","2016","19","0.0493","0.0773","0.0493","0.222","0.3609"
"1081"," "," "," "," "," "," "," "," "," "
"1082","77002700","1993","2016","24","0.0622","0.0689","0.0622","0.249","0.2398"
"1083"," "," "," "," "," "," "," "," "," "
"1084","77003200","2002","2016","15","0.2269","0.3669","0.2269","0.476","0.0727"
"1085"," "," "," "," "," "," "," "," "," "
"1086","77003500","1994","2005","12","0.0043","0.0703","0.0043","-0.066","0.8395"
"1087"," "," "," "," "," "," "," "," "," "
"1088","77006300","1992","2016","25","0.0761","0.1882","0.0761","0.276","0.1818"
"1089"," "," "," "," "," "," "," "," "," "
"1090","77006700","1998","2016","19","0.0324","0.0315","0.0324","0.18","0.461"
"1091"," "," "," "," "," "," "," "," "," "
"1092","77008400","1990","2016","27","0.1428","0.1994","0.1428","0.378","0.052"
"1093"," "," "," "," "," "," "," "," "," "
"1094","77008900","1990","2016","27","0.1314","0.1479","0.1314","0.363","0.0631"
"1095"," "," "," "," "," "," "," "," "," "
"1096","77010500","1998","2016","19","0.1796","0.2492","0.1796","0.424","0.0706"
"1097"," "," "," "," "," "," "," "," "," "
"1098","77014900","1996","2016","21","0.0024","0.4755","0.0024","0.049","0.8336"
"1099"," "," "," "," "," "," "," "," "," "
"1100","77015000","1991","2016","26","0.0682","0.092","0.0682","0.261","0.1976"
"1101"," "," "," "," "," "," "," "," "," "
"1102","77015400","1990","2016","27","0.022","0.4767","0.0221","0.148","0.4598"
"1103"," "," "," "," "," "," "," "," "," "
"1104","77018100","1990","2016","27","0.3175","0.3671","0.3175","0.563","0.0022"
"1105"," "," "," "," "," "," "," "," "," "
"1106","77021500","1990","2016","27","0.182","0.2033","0.182","0.427","0.0265"
"1107"," "," "," "," "," "," "," "," "," "
"1108","80000500","1990","2016","27","0.0752","0.5213","0.0752","0.274","0.1662"
"1109"," "," "," "," "," "," "," "," "," "
"1110","80003400","1997","2016","20","0.0491","0.0534","0.0491","0.222","0.3479"
"1111"," "," "," "," "," "," "," "," "," "
"1112","80003700","1999","2016","18","0.0194","0.1164","0.0194","-0.139","0.5815"
"1113"," "," "," "," "," "," "," "," "," "
"1114","80003900","1999","2016","18","0.0232","0.221","0.0232","0.152","0.546"
"1115"," "," "," "," "," "," "," "," "," "
"1116","81009500","1990","2002","13","0.068","0.0865","0.068","0.261","0.3896"
"1117"," "," "," "," "," "," "," "," "," "
"1118","82000900","1993","2016","24","9e-04","0.3025","9e-04","0.031","0.8866"
"1119"," "," "," "," "," "," "," "," "," "
