"","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"34014100","1163.732","1165.097","1165.65","1165.53","1165.22","1165.41","1165.4","1165.435","1165.36","1165.512","1165.183","1165.566","1165.972","1165.627","1165.605","1165.841","1165.527","1165.342","1165.418","1165.763","1166.196","1166.169","1166.012","1165.645","1166.238","1165.788","1165.97","NaN"
"34014200","1165.3","1165.783","1165.352","1165.488","1165.101","1165.533","1165.017","1165.309","1165.167","1165.002","1164.901","1164.659","1165.487","1164.856","1165.34","1165.72","1165.513","1164.742","1165.159","1165.273","1165.858","NaN","1165.45","1165.503","1166.257","1165.873","1165.972","1165.776"
"34015400","1203.571","1203.742","1203.557","1203.551","1203.475","1203.525","1203.493","1203.527","1203.552","1203.457","1203.281","1203.362","1203.608","1203.421","1203.594","1203.563","1203.58","1203.28","1203.466","1203.529","1203.581","1203.862","1203.265","1203.544","1203.898","1203.738","1203.798","1203.702"
"34015800","1105.793","1106.22","1106.94","1105.967","1104.89","1105.51","1104.988","1105.471","1105.251","1105.283","1104.763","1104.617","1105.086","1104.865","1105.084","1104.75","1104.602","1104.625","1104.893","1103.768","1105.414","1105.591","1105.111","1104.847","1105.299","1104.972","1105.715","1105.436"
"34016900","1125.062","1125.139","1124.788","1125.377","1124.75","1124.829","1124.836","1124.956","1124.89","1124.878","1124.617","1124.438","1125.171","1125.272","1125.105","1125.27","1125.071","1124.785","1124.154","1124.74","1125.338","1125.37","1124.822","1125.002","1125.449","1125.708","1125.916","1125.011"
"34017100","1163.005","1164.897","1166.02","1166.393","1165.46","1166.158","1165.785","1165.91","1165.45","1165.647","1165.01","1165.353","1165.447","1165.247","1165.079","1165.58","1165.483","1164.365","1164.357","1164.593","1165.551","NaN","1165.261","1164.943","1165.726","1165.166","1165.184","NaN"
"34017200","1116.723","1117.493","1117.76","1117.477","1116.94","1117.275","1117.196","1117.247","1117.133","1117.179","1116.821","1116.845","1117.411","1117.242","1117.271","1117.332","1117.068","1116.872","1117.015","1117.065","1117.617","1117.422","1117.245","1117.191","1117.489","1117.233","1117.534","1117.404"
"34018100","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1119.251","1119.932","1119.967","1119.69","1119.745","1119.273","1119.432","1119.696","1119.362","1119.909","1119.882","1119.532","1119.682","1119.943","1119.648","1120","1119.857"
"34018600","1162.13","1162.863","1165.234","1166.294","1165.584","1165.766","1165.188","1165.408","1164.983","1164.649","1163.76","1164.723","1165.205","1165.243","1164.787","1165.066","1164.66","1164.336","1164.276","1164.223","1165.402","1165.8","1164.723","1164.679","1165.522","1164.976","1165.126","1165.69"
"34019200","1138.975","1140.09","1141.31","1142.822","1142.305","1141.68","1141.685","1141.635","1141.307","1141.467","1140.806","1141.238","1141.725","1142.024","1141.829","1142.375","1141.265","1141.065","1141.023","1140.976","1142.171","1143.9","1141.736","1141.588","1142.443","1141.801","1141.935","1141.948"
"34019300","1127.298","1127.93","1128.491","1127.975","1127.532","1127.716","1127.631","1127.731","1127.612","1127.695","1127.408","1127.272","1127.76","1127.517","1127.508","1127.583","1127.27","1127.448","1127.77","1127.633","NaN","1127.548","1127.329","1128.636","1127.93","1127.731","1127.897","1127.887"
"34019600","1188.087","1190.032","1191.344","1191.581","1190.965","1191.082","1190.69","1191.077","1190.652","1190.644","1190.139","1190.453","1190.694","1190.446","1190.952","1190.723","1190.172","1189.874","1190.053","1190.29","1190.516","1191.198","1190.114","1189.975","1190.836","1190.467","1190.825","1190.76"
"34020600","1118.173","1119.679","1121.165","1121.031","1120.01","1120.102","1119.999","1120.235","1119.921","1119.842","1119.468","1119.757","1120.184","1119.923","1120.05","1120.347","1119.873","1118.861","1119.638","1119.825","1120.226","1121.762","1119.823","1119.899","1120.858","1120.196","1119.905","1120.246"
"34021700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1113.887","1116.103","1116.208","1115.952","1116.244","1116.337","1115.654","1115.741","1116.046","1115.865","1116.912","1116.897","1115.966","1116.271","1116.939","1116.466","1116.861","1116.97"
"34021800","1195.5","1197.227","1197.34","1197.403","1197.38","1197.34","1196.919","1197.204","1196.987","1197.13","1196.883","1196.998","1197.39","1197.069","1197.388","1197.204","1197.6","1196.548","1196.768","1196.885","1197.307","1197.436","1196.896","1197.037","1196.825","1197.03","1196.71","1197.369"
"34022400","1135.175","1136.723","1138.06","1138.593","1137.5","1137.95","1137.975","1138.035","1137.387","1137.43","1137.253","1137.398","1138.083","1137.968","1137.444","1137.88","1138.11","1136.597","1136.159","1135.867","1137.989","NaN","1137.115","1137.175","1137.423","1136.959","1137.041","1137.257"
"34024600","1195.485","1197.333","1197.41","1197.513","1197.356","1197.361","1197.196","1197.586","1197.322","1197.362","1197.001","1197.168","1197.404","1197.224","1197.34","1197.609","1196.921","1196.557","1196.927","1196.825","1197.439","1197.591","1196.865","1196.758","1197.827","1197.181","1197.603","1197.613"
"34025100","1121.66","1122.437","1122.41","1122.583","1122.3","1122.225","1122.225","1122.33","1122.37","1121.907","1121.835","1121.909","1122.163","1122.135","1122.02","1122.089","1121.957","1122.099","1122.157","1122.118","1122.822","NaN","1122.342","1122.281","1122.825","1122.351","1122.479","1122.656"
"34028300","NaN","NaN","NaN","NaN","1236.62","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1234.472","1234.742","1234.709","1235.787","1235.36","1235.729","1236.028"
"34033600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1211.015","1211.803","1213.085","1211.017","1211.013","1211.834","NaN","1212.568","1210.846","1210.795","1211.802","1209.86","1211.198","1211.959"
"34034700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1195.993","1196.859","1196.826","1197.407","1197.634","1197.244","1196.717","1197.07","1197.003","1196.936","1197.462","1197.406","1196.641","1197.026","1196.952","1197.029","1197.475","1197.358"
"34039000","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1402.59","1402.553","1403.22","1402.42","1402.61","1402.07","1403.35","1403.7","1403.25","1403.59","1403.29","1403.73","1403.31","1401.71","NaN","NaN"
"36001800","NaN","NaN","NaN","NaN","1687.567","1686.979","1687.371","1687.087","1687.935","NaN","1688.155","NaN","NaN","NaN","1688.86","1687.997","1687.808","1688.207","1688.055","1687.986","1687.969","1688.28","1688.224","1688.52","1688.131","1687.901","1688.331","1688.419"
"38004700","NaN","NaN","NaN","1385.756","1385.725","1385.686","1385.709","1385.628","1385.661","1385.818","1385.764","1385.868","1385.787","1385.642","1385.591","1385.485","1385.589","1385.141","1385.601","1385.595","1385.497","1385.424","1385.563","1385.787","1385.607","1385.547","1385.567","1386.09"
"38077900","NaN","NaN","NaN","1001.305","NaN","NaN","999.95","NaN","NaN","NaN","NaN","999.3","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1000.861","999.875","1000.911","999.988"
"40000200","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1024.325","1023.859","1023.887","1024.083","1024.068","NaN","1023.481","1024.212","1023.51","1025.271","1024.68","1024.88","NaN","NaN","NaN","NaN","NaN"
"40002800","999.395","999.893","999.47","1001.95","NaN","999.938","999.487","NaN","NaN","NaN","NaN","999.192","999.552","999.235","1000.172","999.765","999.347","1000.106","1001.07","NaN","NaN","1000.707","999.902","1000.87","1001.085","1000.797","1001.221","1000.875"
"40003100","NaN","1027.381","1027.706","1028.23","1027.925","1027.812","1027.495","1027.666","1027.631","1027.869","1027.673","1027.603","1027.698","1027.472","1027.939","1027.827","1027.584","1027.648","1027.721","1026.517","1028.094","1028.058","1027.5","1027.902","1028.382","1028.095","1028.592","NaN"
"40003300","NaN","NaN","NaN","1023.02","1022.823","1022.409","1022.345","1022.379","1022.254","1022.296","1021.727","1022.129","1021.763","1021.048","1021.378","1021.993","1022.031","1021.43","1021.396","1020.446","1020.785","1022.42","1021.305","1021.302","1022.531","1022.417","1022.992","1022.52"
"40005700","NaN","NaN","NaN","1021.985","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1022.109","1021.93","1022.819","1021.886"
"40006100","1014.758","1016.264","1017.873","1019.053","NaN","NaN","1017.819","1018.038","1017.825","1018.47","NaN","1017.91","1017.585","1017.138","NaN","NaN","NaN","1017.5","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"40006300","1014.6","1016.3","1017.935","1019.154","NaN","1018.162","1018.047","1018.055","1017.751","1018.139","1017.679","1017.911","1017.475","1017.028","1017.548","1017.562","1017.259","1017.174","1017.53","1016.818","1017.93","1018.321","NaN","NaN","NaN","NaN","NaN","NaN"
"40009200","1013.648","1016.206","1017.818","1019.095","1018.087","1017.99","1017.956","1018.055","1017.751","1018.139","1017.679","1017.911","1017.475","1017.028","1017.548","1017.563","1017.259","1017.174","1017.53","1016.818","1017.93","1018.321","1016.851","1017.521","1018.473","1018.059","1018.759","1018.126"
"40009202","980.417","981.948","981.812","982.766","981.772","981.581","981.555","981.583","981.107","982.034","981.364","981.582","981.299","981.102","981.478","981.65","980.961","981.166","981.605","NaN","982.21","981.857","981.086","981.542","981.636","981.561","982.08","981.644"
"40011700","970.671","972.348","972.621","972.79","972.288","972.004","971.97","971.947","971.828","972.006","971.638","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"40012400","1745.71","1745.99","1747.05","1748.615","1748.093","1748.023","1747.574","NaN","NaN","NaN","NaN","1747.554","1747.497","1747.122","1746.949","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1748.233"
"41004300","1775.058","1775.545","1775.67","1776.265","1776.01","1775.89","NaN","NaN","NaN","NaN","1775.118","1775.444","1775.359","NaN","1774.436","1774.61","1775.922","1775.327","1775.248","1775.262","1776.006","1775.459","1775.033","1775.424","1775.963","1775.876","NaN","NaN"
"41008900","1754.83","1755.57","1756.193","1757.47","1756.675","1756.191","NaN","1756.03","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1755.636","1756.95","1756.344","NaN","NaN","NaN","NaN","1756.923","NaN","NaN","NaN","NaN"
"41011000","1053.325","1054.18","1054.946","1055.683","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1054.155","1055.243","1055.153","1055.52","1054.958","1056.957","1057.416","1056.087","1056.066","1057.237","1056.319","1055.884","1057.119"
"42001300","1061.634","1062.606","1062.097","1062.588","1062.536","1062.131","NaN","1061.87","1061.33","NaN","NaN","NaN","NaN","NaN","NaN","1061.52","NaN","1061.93","NaN","1061.336","1062.18","NaN","1061.832","NaN","1063.87","NaN","1062.07","NaN"
"42001400","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1148.349","1148.673","1148.461","1148.607","1148.912"
"42003700","1509.66","1510.94","1510.21","1511.792","1510.53","1510.58","NaN","1511.07","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1510.126","1510.753","1510.653","1512.17","NaN","NaN","NaN","1511.096","1510.853","1511.153","1511.025"
"42004700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1686.106","NaN","NaN","1686.396","1685.55","1686.43","NaN","1690.448","1689.993","NaN","NaN","NaN","NaN"
"42007000","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1694.777","NaN","NaN","1695.188","1694.43","1696.15","NaN","1695.34","1694.975","NaN","NaN","NaN","NaN"
"42007400","992.9","993.365","994.194","993.354","993.717","992.698","992.481","993.292","992.85","993.134","992.773","992.91","993.659","992.699","992.967","NaN","992.455","992.712","992.954","992.801","993.075","994.072","NaN","993.036","NaN","NaN","993.448","NaN"
"43001200","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1067.86","1067.252","1067.354","1067.842","NaN","1067.731","1067.631","1067.425","1067.229","1067.676","1067.832","NaN","NaN","1067.303","1067.509","1067.394","NaN","1067.144","1067.309"
"43007300","1026.927","1027.905","1027.974","1028.686","1027.819","1027.781","1027.219","1027.741","NaN","1027.46","1027.172","1027.583","1027.991","NaN","NaN","NaN","NaN","NaN","NaN","1027.52","NaN","NaN","NaN","1027.87","1027.998","1027.733","1028.299","1028.138"
"43008400","NaN","1039.66","1039.2","1040.687","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1038.396","1038.517","1038.614","1039.599","1039.505","1038.71","1038.529","1039.192","1038.534","1039.361","1039.358"
"43008500","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1079.437","NaN","NaN","1079.57","NaN","NaN","NaN","1080.29","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1079.65","NaN","1078.938","1080.135","1079.668"
"43010400","NaN","NaN","1529.526","1529.581","1529.413","1529.456","1529.51","1529.103","1529.318","1529.689","1529.727","1529.383","1529.729","1529.307","1529.439","1529.664","1529.233","1529.363","1529.46","1528.9","1528.77","1528.82","1529.095","1529.064","1529.116","1529.307","1529.486","1528.91"
"44000300","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1444.831","1444.093","1444.154","1445.09","NaN","1444.36","1444.182","1444.092","1444.832","1444.69"
"44001400","NaN","NaN","NaN","NaN","NaN","1459.99","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1462.07","1461.49","1461.99","1461.44","1461.5","1461.54","1461.78","1461.79","NaN","1461.92","1461.58","1461.43","1461.52","1461.58"
"44008000","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1199.785","1200.076","1199.715","1200.188","1199.338","1199.577","1199.442","1200.124","1199.865","1199.72","1199.919","1199.739","1199.853","1199.77","1199.185","1199.662","1199.621","1199.916","1199.852","1199.862"
"46002000","NaN","NaN","NaN","1152.369","1151.787","1151.744","1151.691","1151.665","1151.708","1151.565","1150.774","1151.058","1151.022","1150.842","1151.279","1151.318","1151.314","1151","1151.085","1151.071","1151.372","NaN","NaN","NaN","NaN","NaN","1152.098","1151.927"
"46002400","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1132.95","1132.363","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1132.251","NaN","NaN","1132.691","1130.842","1132.325","1132.093","1132.067","1133.271","1132.475"
"46003300","NaN","NaN","NaN","1155.476","1154.435","1154.455","1154.309","1154.257","1154.495","1154.488","NaN","NaN","NaN","NaN","NaN","NaN","1154.345","1154.08","1153.497","1153.981","1154.15","NaN","NaN","NaN","NaN","NaN","1154.751","1154.146"
"46003400","1227.115","1228.087","1227.738","1229.406","1227.764","1228.444","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1226.42","NaN","NaN","NaN","1228.233","NaN","NaN","1227.47","1228.22","1227.349"
"46005100","1044.86","1046.31","NaN","1049.07","NaN","1047.593","1047.633","1047.931","1047.892","1048.045","1047.378","1047.945","1049.081","1048.114","1047.669","1047.842","1047.656","1047.532","1047.57","1047.57","1048.008","1049.057","1047.789","1047.859","1048.157","NaN","1048.137","1048.152"
"47000200","1010.4","NaN","1010.532","1011.711","1011.334","1011.253","1010.84","NaN","NaN","NaN","NaN","1012.09","NaN","1011.188","1011.387","1011.55","1010.552","1010.545","1011.296","1010.557","1011.421","1011.851","1011.262","1011.423","1011.8","1011.535","1012.228","NaN"
"47002300","NaN","NaN","1029.695","1030.148","1030.017","1029.894","1029.945","1029.985","1029.956","NaN","1029.84","1031.143","1030.96","1030.127","1030.091","1030.178","1029.914","1030.25","1030.078","NaN","NaN","1030.802","1030.674","1030.464","1031.41","NaN","1031.045","NaN"
"47003200","NaN","NaN","NaN","1002.985","1001.982","1001.983","1000.967","1000.94","1002.325","999.78","999.091","1002.62","1003.098","1002.116","1002.553","1003.183","NaN","998.923","NaN","NaN","NaN","1004.754","1000.114","1000.132","1003.895","NaN","NaN","1001.274"
"47003800","1067.626","1067.94","1067.735","1068.053","1067.837","1067.986","1067.858","1067.898","1067.86","1067.794","1067.966","1067.582","1068.051","NaN","1067.71","1067.876","1067.49","1067.376","1067.629","1067.492","1067.832","1068.132","1067.665","1067.737","1067.896","1067.811","1068.023","1067.876"
"47004600","NaN","NaN","1077.775","1078.718","1077.975","1077.658","1076.892","1077.272","1077.029","1076.53","1075.465","1076.307","1077.215","1077.941","1077.56","1077.928","1077.287","1076.056","1076.1","1075.91","1077.596","1078.738","1077.36","1077.254","1078.003","1077.019","1077.818","1078.09"
"47004900","1070.1","1070.989","1069.565","1071.493","1069.774","1070.181","1069.342","1069.991","1070.038","1069.607","1069.205","1069.76","1069.885","1069.666","1069.452","1069.73","1069.249","1069.113","1069.247","1069.16","1069.608","1070.261","1069.384","1069.47","1069.672","1069.468","1070.031","1069.81"
"47005000","1067.725","1068.074","1067.775","1068.19","1067.833","1068.067","1067.64","1067.982","1067.968","1067.835","1067.502","1067.543","1068.169","1067.786","1067.863","1067.868","1067.472","1067.318","1067.631","1067.454","1067.83","1068.234","1067.642","1067.734","1067.881","1067.796","1068.113","1067.886"
"47006800","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1105.289","1105.079","1105.539","NaN","NaN","NaN","NaN","1104.486","1103.92","1103.867","1103.843","1106.403","1106.238","1105.954","1105.629","1105.076","1105.501","1106.444"
"47008000","NaN","NaN","NaN","NaN","NaN","NaN","1061.707","1062.083","1062.1","1061.869","1061.693","1061.632","1062.39","1061.799","1062.015","1061.978","1061.706","1061.218","1061.646","1061.713","1062.052","1062.172","1061.781","1061.749","1062.009","1062.061","1062.299","1062.269"
"47008200","NaN","NaN","NaN","NaN","NaN","NaN","1061.934","1062.293","1062.363","1062.099","1062.017","1061.868","1062.445","1062.025","1062.102","1062.059","1061.844","1061.573","1061.924","1061.829","1062.277","1062.689","1062.202","1061.846","1062.265","1062.128","1062.809","1062.135"
"47008800","1129.557","1130.697","1130.081","1130.812","1130.215","1130.265","1130.053","1129.806","1130.31","1130.417","1129.294","1129.935","1130.575","1130.27","1130.265","1130.168","1129.877","1129.754","1130.148","1130.161","1130.44","1130.885","1130.569","1130.372","1130.494","1130.784","1130.861","1130.418"
"47009500","1075.89","1076.01","1075.78","1076.548","NaN","NaN","1075.82","NaN","NaN","NaN","NaN","1075.56","NaN","NaN","NaN","1075.85","NaN","1075.83","NaN","NaN","NaN","1075.783","1075.387","1075.407","1075.629","1075.13","1075.599","1074.489"
"47010600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1145.204","NaN","NaN","1144.306","1145.255","1144.154","1144.502","1144.593","1143.95","1143.621","1144.313","1144.233","1145.279","1145.21","1144.345","1144.265","1145.024","1144.075","1145.057","1145.135"
"47011800","1138.334","1139.949","1141.713","1142.031","1141.584","1141.638","1141.365","1141.828","1141.725","NaN","1140.372","1141.153","1141.469","1141.207","1140.871","1141.325","1140.914","1140.215","1140.01","1139.747","1140.881","1141.863","1141.046","1140.842","1141.35","1141.178","1141.546","1141.675"
"47011900","NaN","NaN","1163.73","NaN","NaN","NaN","1163.476","1163.957","1163.79","1163.399","1162.329","1163.518","NaN","1163.763","NaN","1163.585","NaN","NaN","NaN","NaN","1163.36","1163.558","1163.202","1162.876","1163.588","1163.245","1163.543","1163.584"
"47012900","NaN","NaN","NaN","1124.588","1124.629","1124.726","1124.435","1124.778","1124.828","1124.521","1124.43","1124.671","1125.181","NaN","1124.959","NaN","1124.476","1124.368","1125.24","NaN","1124.717","1124.995","1124.462","1124.568","1125.721","1124.634","1125.036","1124.968"
"47013400","NaN","1166","NaN","NaN","NaN","NaN","NaN","1164.876","1165.157","1165.045","1164.385","1165.032","1165.481","1165.502","1165.038","1165.026","1164.547","1163.861","1164.372","NaN","1165.254","1166.402","1165.066","1164.454","1165.514","1164.857","1165.942","1166.113"
"47017700","1246.595","1247.72","1247.22","1247.29","1247.748","1247.883","1247.417","1247.92","1246.923","1247.312","1246.784","1248.507","1248.358","1248.11","1247.305","1248.343","NaN","NaN","1247.38","1248.89","NaN","1247.99","1247.908","1247.921","1248.928","1247.416","1247.843","NaN"
"48000900","1247.522","1249.124","1248.025","1248.741","1248.913","1249.311","1248.515","1248.682","NaN","1248.655","1247.025","1249.52","1249.877","1248.38","1248.115","1249.365","NaN","NaN","1248.04","1248.28","NaN","1249.22","1249.656","1249.375","1250.328","1248.658","1249.165","NaN"
"48001200","NaN","NaN","NaN","NaN","1276.3","NaN","NaN","NaN","NaN","NaN","1276.218","1276.43","1276.277","1276.336","NaN","1276.253","1275.763","1275.561","1276.074","1276.168","1276.314","1276.45","1276.19","1276.132","1276.326","1276.195","1276.09","NaN"
"49000500","NaN","NaN","NaN","1259.46","1260.306","1259.78","1260.55","1260.15","1259.524","1259.913","NaN","1260.194","1259.968","1259.74","1259.883","1259.741","1260.39","NaN","1260.81","NaN","1260.55","1260.784","1260.723","1260.558","1261.182","NaN","1260.844","1261.122"
"49001500","1255.345","1255.727","1254.885","1256.334","1255.77","1255.423","1255.066","1255.26","1255.136","1256.081","1255.109","1256.314","1256.04","1256.315","1255.132","1255.84","1254.626","1254.611","1255.852","1255.383","1255.853","1256.433","1256.096","1256.256","1256.199","1255.241","NaN","1255.84"
"49001600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1106.613","1106.417","1106.539","1106.645","1106.57","1106.512","1106.496","1106.421","1106.736","1106.53","1106.404","1106.432","1106.714","1106.536","1106.633","1106.611","1106.618","1106.662","1106.563","1106.583","NaN"
"49002400","NaN","NaN","NaN","NaN","NaN","1213.994","1213.569","1213.515","1213.4","1213.665","1213.306","1213.756","1213.817","1213.801","1213.508","1213.676","1213.263","1212.92","1213.371","1213.36","1213.623","1214.043","1214","1213.737","1214.182","1213.887","NaN","NaN"
"49005600","1276.185","1275.863","1275.967","1276.732","1276.151","1276.113","1275.866","1275.985","1275.545","1275.976","1275.792","1277.065","1276.05","1276.483","1275.415","1276.181","1275.626","1275.696","1275.832","1276.119","1276.614","1276.909","1276.413","1276.622","1276.962","1276.01","1275.894","1277.302"
"49007900","NaN","NaN","NaN","NaN","1242.645","1243.515","1244.2","1244.65","NaN","1244.003","1243.65","1243.985","NaN","1244.03","NaN","1243.6","1243.395","1243.52","1243.28","1243.65","NaN","1244.28","1243.618","1243.859","1244.839","1244.749","NaN","1244.369"
"49008100","NaN","NaN","NaN","NaN","1272.957","1273.594","1274.478","1274.87","1274.578","1274.651","1274.351","1275.184","1275.395","1275.712","1274.879","1274.874","1274.663","1274.055","1273.864","1274.02","1273.86","1275.148","1275.184","1275.12","1276.019","1275.9","1275.983","1276.193"
"49012700","NaN","NaN","NaN","NaN","1274.28","NaN","NaN","NaN","NaN","1275.782","1275.549","1276.47","1276.535","1276.735","1275.894","1276.015","1275.813","1275.058","1274.924","1274.831","1275.114","1276.326","1276.448","1276.14","1277.34","1276.988","1277.09","NaN"
"49013300","1275.9","1275.905","NaN","1276.47","1276.029","1275.9","1275.301","1275.254","1275.217","1276.107","1275.158","1276.912","1276.033","1276.334","1275.118","1275.734","1275.047","1274.709","1275.242","1275.476","1275.941","1276.678","1275.748","1276.05","1276.369","1275.054","1275.541","1276.053"
"49013700","NaN","NaN","1208.81","NaN","NaN","NaN","NaN","NaN","1209.311","1209.475","1209.77","1209.91","NaN","NaN","NaN","1209.15","1209.13","1209.48","1209.007","1209.28","1209.186","1209.457","1208.729","1209.05","1209.314","1209.355","1209.164","1209.29"
"49014000","1495.05","1495.528","1494.9","1495.23","NaN","NaN","NaN","NaN","NaN","NaN","1494.624","1495.079","1494.86","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1497.046","NaN","NaN","NaN","1494.491","1495.127","1495.173"
"51002100","1480.509","1482.251","1482.246","1483.203","1482.335","1482.68","1482.341","1482.288","1482.034","1481.928","1481.815","1482.421","1482.171","1481.412","1482.585","1482.311","1481.949","NaN","1481.945","1481.963","1482.753","1482.407","1482.073","1482.215","1482.704","1482.49","1482.49","1482.77"
"51004600","NaN","1524.123","1524.83","1525.562","1524.947","NaN","NaN","NaN","1524.7","1524.946","1523.985","1524.757","1524.811","1524.613","1525.081","NaN","1524.98","1524.793","1524.609","1524.885","1525.36","1525.276","1524.638","1524.734","1525.051","1525.097","1525.16","1525.261"
"51006300","1642.555","1641.85","1641.57","1645.205","1646.716","NaN","1646.685","NaN","NaN","NaN","1645.421","NaN","1645.962","1645.774","1645.842","1645.855","NaN","1646.335","1646.05","1645.482","1646.664","1646.407","1645.844","1645.66","1645.8","NaN","NaN","NaN"
"51008100","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","752.228","753.122","753.201","751.48","751.308","751.767","751.327","751.554","751.753","750.123","754.287","756.865","753.145","752.796","754.154","753.367","755.99","756.436"
"52000100","976.495","978.511","979.662","980.187","NaN","979.928","979.829","NaN","NaN","NaN","978.63","980.17","NaN","NaN","NaN","NaN","976.313","976.485","977.768","977.705","978.867","979.28","981.007","979.03","NaN","NaN","980.62","980.16"
"52003400","1534.206","1533.875","1534.662","1534.939","1534.266","1534.434","1534.095","1534.305","1534.227","1534.188","1534.348","1534.752","1535.781","1535.469","1534.996","NaN","NaN","1534.564","1534.133","1534.279","1534.397","1534.45","1534.128","1534.207","1534.128","1533.942","1534.514","1534.462"
"53000700","NaN","1434.351","1434.63","1435.04","1434.818","1434.721","NaN","NaN","NaN","NaN","1433.415","1434.989","1434.257","NaN","1434.724","1434.66","NaN","1434.076","1434.761","1434.481","1434.722","1434.812","1434.182","NaN","1433.676","1434.047","1434.777","1434.589"
"53002000","NaN","1436.647","1437.17","1437.44","1437.452","1437.543","NaN","NaN","NaN","NaN","NaN","1437.626","1437.17","NaN","1437.428","1437.215","NaN","1437.168","1437.414","1437.22","1437.288","1437.493","1437.273","NaN","1437.377","1437.405","1437.365","1437.392"
"53002100","1575.52","NaN","1576.68","1577.18","NaN","1576.411","1576.587","1576.07","NaN","NaN","1575.457","1576.503","NaN","1576.245","1576.437","1576.56","NaN","1576.519","1576.195","1576.388","1576.545","1576.277","1575.455","NaN","1575.956","1575.939","1576.351","1576.432"
"53002800","NaN","1319.504","1319.389","1319.779","1319.382","1319.494","1320.44","NaN","NaN","1319.79","NaN","1320.23","1319.58","1319.51","1319.34","1319.37","1319.575","NaN","1319.48","1319.278","NaN","1319.489","1319.326","1319.358","1320.03","1319.423","1319.328","1318.973"
"56011400","NaN","NaN","NaN","NaN","1317.44","1317.61","1317.57","1317.19","1317.946","1318.972","1318.148","1318.323","1317.498","1317.343","1317.418","1318.247","1316.922","1317.665","1317.56","1316.805","1317.742","1317.791","1317.293","1317.512","1319.062","NaN","1317.437","1318.056"
"56011600","NaN","NaN","NaN","NaN","NaN","1317.615","1317.437","1317.511","1318.297","1318.834","1318.286","1318.59","1317.763","1317.693","1317.438","1317.658","1317.098","1317.798","1317.386","1317.194","1317.12","1318.29","NaN","1318.29","1319.19","NaN","NaN","NaN"
