"","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"13005300","NaN","NaN","NaN","NaN","916.523","916.769","916.082","NaN","NaN","NaN","NaN","NaN","NaN","916.37","916.519","916.375","916.087","916.116","916.495","915.922","916.711","916.913","916.4","916.233","916.859","916.596","916.826","916.725"
"13006800","914.405","915.019","913.78","913.929","913.148","914.328","914.69","914.04","913.73","913.865","913.224","914.42","914.694","914.283","914.32","914.296","913.82","913.706","914.398","913.518","915.175","915.046","914.443","914.167","915.596","914.59","914.933","915.02"
"13006900","916.133","916.176","915.462","916.133","915.601","916.015","915.413","915.353","915.231","915.638","915.193","915.736","916.274","915.885","916.059","916.323","915.649","915.564","916.062","915.91","915.84","916.374","917.3","915.92","916.219","915.977","915.64","916.185"
"13008300","NaN","NaN","1469.96","NaN","1468.17","NaN","1468.38","1468.22","1468.035","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1469.9","1469.885","1469.99","1469.99","NaN","1470.149","1469.876","1469.823","NaN","NaN"
"15001000","1466.486","1466.864","1467.14","1467.086","1467.308","1467.301","1467.181","1467.08","1466.732","1467.458","1467.267","1467.357","1467.049","1466.934","1467.078","1467.041","1466.994","1467.03","1467.043","1467.24","1467.24","1467.26","NaN","1467.36","1467.24","1467.28","NaN","NaN"
"15001600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1508.93","1508.628","1508.27","1508.357","1509.353","1509.102","1509.65","1508.799","1508.083","1508.938","1508.738","1508.487","NaN","NaN"
"15002100","1506.615","NaN","1506.84","1507.998","1508.34","1506.67","1505.825","1506.177","1505.93","1507.87","NaN","1508.505","1508","1505.702","1506.37","1506.055","1505.393","NaN","1506.653","1506.857","1506.61","1506.308","1505.286","1506.097","1506.769","1505.689","1505.096","1505.81"
"15005900","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1515.49","1515.763","NaN","1516.833","1516.45","1515.911","1516.37","1515.739","1514.988","1515.541","1515.734","1515.478","1515.631","1516.17"
"15006100","NaN","NaN","1604.703","1605.166","1606.303","1607.515","1608.601","1610.546","1611.898","1613.807","1614.902","1616.45","1617.38","1617.174","1616.197","1616.073","1615.472","1614.928","1614.832","1614.912","1615.166","1615.925","1615.483","1614.943","1614.844","1614.359","1613.471","1612.564"
"15006800","NaN","NaN","NaN","NaN","NaN","1507.675","1507.687","1508.255","1508.148","1508.682","1508.585","1508.035","1508.065","1507.35","1507.275","1508.219","1508.23","1507.49","1508.17","1509.065","1508.59","1508.492","1507.945","1508.468","1508.501","1508.32","1508.49","1508.81"
"15007900","NaN","NaN","NaN","NaN","1447.87","1448.33","1447.779","1448.193","1447.949","NaN","1447.945","1448.288","1448.34","1448.05","1448.17","1447.665","1447.266","1447.945","1448.02","1448.032","1448.166","1448.04","1447.272","1448.11","1447.59","1447.778","1448.214","1448.078"
"15008100","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1602.985","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1603.6","1603.583","1604.501","1603.326","1602.54","1601.99"
"15010800","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1606.135","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1603.37","1604.856","1605.221","1606.688","1606.52","1607.03"
"15012300","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1659.171","1659.54","1659.21","1659.64","1659.12","1659.55","1659.212","1658.949","1659.3","1659.5"
"16004900","NaN","NaN","NaN","NaN","NaN","1663.368","1663.712","1663.411","1663.152","1663.875","1663.492","1663.681","1663.243","1663.319","1663.488","1663.476","1663.343","1663.465","1663.843","1663.529","1662.907","1663.641","1663.523","1663.736","1663.767","1663.402","1663.595","1663.645"
"16013900","1732.011","1732.084","1732.241","1732.38","1732.366","1731.997","1732.294","1732.044","1731.903","1732.51","1732.391","1732.528","1732.146","1732.413","1732.381","1732.119","1731.597","1731.545","1732.319","1731.844","1731.553","1731.989","1732.2","1732.062","1732.019","1731.648","1731.676","1731.835"
"16014700","1680.372","1680.516","1680.92","1680.912","1680.334","1680.157","1681.021","1680.511","1680.388","1681.045","1680.598","1680.638","1680.247","1680.235","1680.287","1680.265","1680.226","1680.299","1680.438","1680.608","1679.935","1680.397","1681.793","1680.76","1680.66","1680.38","1680.25","1680.46"
"16022700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1679.154","1678.734","1678.944","1678.372","1678.5","1678.915","1678.658","1678.314","1678.52","1679.008","1678.726","1677.617","1678.56","1678.498","1678.621","1678.822","1678.524","1678.549","1678.94"
"16022800","1853.876","1853.858","1853.92","1854.004","1853.959","1853.743","1854.059","1853.709","1853.267","1854.379","1854.29","1854.25","1853.78","1853.669","1853.581","1853.62","1852.645","1853.693","1853.753","1853.643","1853.357","1853.75","1853.569","1853.7","1853.905","1853.564","1853.413","1854"
"16023900","1544.156","1544.74","1544.73","1545.213","1545.151","NaN","1545.774","1544.703","1543.932","1544.973","1544.686","1545.34","1544.52","1544.373","1545.004","1544.586","1545.79","1544.12","1545.91","1544.855","1543.679","1544.317","1545.121","1543.558","1545.255","1544.666","1544.895","1545.092"
"16035600","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1770.283","1770.174","1769.987","1770.535","1770.553","1770.479","1770.286","1770.481","1770.391"
"16038400","1450.821","1451.68","1451.438","1451.691","1451.747","1450.938","1451.68","1451.43","1450.708","1451.654","1451.203","1451.871","1450.486","1450.83","1451.26","1451.431","1450.809","1451.265","1451.531","1451.039","1450.234","1450.602","1451.189","1451.413","1451.493","1450.946","1451.886","1451.751"
"16062900","1431.734","1431.283","1431.849","1432.042","1432.15","1430.574","1432.37","1431.433","1429.933","1432.027","1431.628","1432.33","1430.486","1430.061","1431.76","1431.331","1430.983","1429.983","1433.65","1433.42","1429.63","1432.29","1431.21","1432.89","1433.76","1431.77","NaN","NaN"
"16063300","1254.468","1254.718","NaN","1254.925","1254.724","1254.761","NaN","1255.39","NaN","1254.65","1254.31","1254.527","1254.65","1254.483","1254.883","1254.767","1254.54","1255.509","1254.422","1254.565","1254.801","1254.588","1254.132","1254.3","1254.773","1254.843","1255.16","NaN"
"17000300","NaN","NaN","NaN","1383.17","1382.39","1382.473","NaN","NaN","1382.16","1382.1","1379.505","1382.272","1382.081","1382.32","1381.84","1382.451","NaN","NaN","NaN","NaN","1383.17","NaN","NaN","NaN","1382.71","1382.327","1382.755","1382.373"
"17000700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1370.78","1371.91","1370.649","1371.203","1370.976","NaN","NaN","1370.34","1371.432","1371.37","NaN","1371.186","1371.955","NaN","NaN","NaN","NaN","NaN"
"17002101","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1369.255","1372.06","NaN","1370.73","1371.012","NaN","NaN","NaN","1370.78","1369.837","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"17002102","1363.613","1371.352","1371.443","1371.892","1371.508","1371.301","NaN","1371.345","1370.745","1370.768","1367.908","NaN","1370.221","1370.124","1370.075","1371.26","NaN","1370.902","1370.795","1371.29","NaN","NaN","1370.636","NaN","1370.759","NaN","NaN","NaN"
"17002200","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1309.206","1308.65","1309","NaN","NaN","NaN","NaN"
"17003700","NaN","NaN","NaN","1252.376","1250.722","1252.361","1252.137","1252.23","1251.798","1251.615","1252.09","1253.108","1253.478","1253.383","1252.929","1252.565","1252.219","1251.963","1252.097","1251.804","1252.096","1252.349","1252.254","1252.217","1252.796","1252.46","1252.506","1252.747"
"18000100","NaN","1263.694","1263.303","1263.936","1263.721","1263.889","1263.669","1263.951","1263.904","1264.052","1263.599","1263.889","1264.051","1263.769","1263.357","1263.612","1263.091","1264.068","1263.757","1263.535","1263.524","1263.899","1263.971","1263.633","1263.96","1263.508","1264.079","1263.682"
"18005000","NaN","1257.2","NaN","NaN","NaN","NaN","1257.639","1258.084","1256.793","1258.009","1257.51","1257.997","1258.006","1257.671","1257.324","1257.622","1257.043","1256.81","1257.493","1257.758","1257.884","1258.412","1258.317","1257.933","1258.358","1257.943","1258.517","1258.288"
"18007000","1259.467","1259.589","1259.737","1260.383","1260.7","1260.75","1261.33","1260.943","1260.297","1261.245","1260.322","1261.13","1261.26","NaN","NaN","NaN","1260.065","1258.429","1259.138","1259.95","NaN","1260.8","1261.468","1261.59","1261.5","NaN","NaN","NaN"
"18009100","NaN","1197.141","1197.151","1197.531","1197.11","1197.256","1196.906","1197.201","1197.14","1197.363","1197.198","1197.232","1197.243","1197.074","NaN","1197.465","1197.54","1196.84","1197.35","1197.335","1197.182","1197.152","1197.757","1197.425","NaN","1196.7","1197.588","NaN"
"18009300","NaN","1193.87","NaN","NaN","NaN","1194.308","1193.969","1194.225","1194.178","1194.551","1193.923","1195.292","1194.565","1194.331","1193.886","1194.233","1193.865","1193.887","1194.375","1194.026","1194.151","1194.569","1194.718","1194.582","1194.553","1194.268","1194.839","1194.391"
"18009600","NaN","NaN","NaN","NaN","NaN","1215.925","NaN","NaN","NaN","NaN","NaN","NaN","1214.96","1214.864","1214.722","1215.321","1215.453","1214.656","1215.762","1215.7","1215.412","1215.33","1215.562","1215.362","1215.4","1215.274","1215.626","1215.724"
"18011000","NaN","1192.896","1192.401","1192.834","1192.762","1193.05","1192.705","1192.638","1192.61","1192.914","1192.504","1193.047","1193.072","1193.076","1192.514","1192.722","1192.497","1192.395","1192.771","1192.457","1192.453","1192.952","1193.229","1192.939","1193.167","1192.677","1193.45","1193.124"
"18013600","NaN","1169.358","1169.051","1169.831","1169.855","1170.328","1170.22","1169.377","1168.92","1169.551","1169.112","1169.604","1169.534","1169.732","1168.619","1169.291","1169.019","1168.92","1169.326","1169.027","1169.465","1169.877","1169.522","1169.92","1169.534","NaN","NaN","NaN"
"18015500","NaN","1146.93","NaN","NaN","NaN","1147.31","NaN","1146.62","NaN","NaN","1147.357","1147.462","1147.68","1147.395","1147.298","1147.573","1147.508","1147.714","1147.983","1147.691","1147.319","1147.586","1147.344","1147.37","1146.971","NaN","NaN","NaN"
"18016100","1239.062","1238.745","1239.148","1238.765","1238.512","1238.802","1238.451","1238.682","1238.539","1238.929","1238.512","1238.455","1238.552","1238.624","1238.703","1238.649","1237.987","1238.445","1238.419","1238.342","1238.427","1238.378","1238.791","1238.604","1238.801","1238.341","1238.71","1238.54"
"18016500","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1241.439","1241.166","1241.548","1240.812","1241.194","1241.324","1241.058","1241.37","1241.78","1241.54","1241.66","1241.8","NaN","NaN","NaN"
"18016700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1241.068","1240.948","1240.882","1240.702","1240.638","1240.645","1240.452","1240.969","1240.826","1241.228","1240.697","1240.979","1240.831","1241.213","1240.921"
"18016900","NaN","1233.13","1233.1","NaN","NaN","NaN","NaN","1232.348","1232.216","1232.578","1232.299","1232.565","1232.425","1232.369","1232.027","1232.934","1231.998","1232.076","1232.344","1232.182","1232.635","1232.359","1232.427","1232.367","1232.515","1232.398","1232.564","1232.442"
"18018400","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1249.764","1249.782","1249.929","1249.747","1249.91","1249.846","1249.699","1249.969","1249.909","1249.875","1249.35","1249.7","1249.392","1249.848","1249.36"
"18018500","NaN","NaN","1249.385","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1249.741","1249.768","1249.945","1249.754","1249.841","1249.864","1249.724","1250.074","1250.157","1249.896","1249.497","1249.615","1249.4","1249.525","1249.479"
"18020300","NaN","NaN","1265.616","1265.765","1266.653","1266.74","1267.365","1268.056","1267.945","1268.119","1267.529","1267.927","1267.306","1266.335","1265.376","1265.548","1265.38","1265.197","1265.211","1265.62","1265.181","1265.966","1266.297","1266.35","1267.128","1266.361","1266.161","1266.488"
"18021200","NaN","NaN","1237.2","1237.487","1237.358","1237.53","1237.461","1237.662","1237.484","1237.511","1237.449","1237.621","1237.453","1237.271","1237.301","1237.466","1237.185","1237.342","1237.4","1237.245","1237.414","1237.43","1237.547","1237.47","1237.77","NaN","NaN","NaN"
"18022600","NaN","1235.1","1234.86","1234.895","1234.948","1234.921","1234.889","1234.918","1234.898","1234.738","1234.819","1234.885","1234.853","1234.764","1234.785","1234.946","1234.534","1234.84","1234.503","1234.757","1234.963","1234.885","1234.976","1235.021","1235.091","NaN","NaN","NaN"
"18022700","1180.87","NaN","1180.698","1180.729","1180.852","1180.916","1180.574","1180.93","1180.928","1180.909","1180.604","1180.703","1180.632","1180.63","1180.491","1180.089","1179.717","1180.333","1180.786","1180.587","1180.274","1180.195","1180.943","1180.515","1180.651","1180.434","1180.715","1180.734"
"18024300","1205.951","1205.911","1205.638","1205.853","1206.108","1206.45","1207.019","1207.487","1207.132","1207.535","1207.316","1207.534","1207.103","1206.297","1205.435","1205.6","1206.087","1204.807","1205.105","1205.087","1205.279","1205.631","1206.224","1206.249","1207.012","1206.725","1206.748","1207.141"
"18025100","1206.745","1206.709","1206.52","1206.825","1207.016","1207.393","1207.793","1208.332","1207.742","1208.318","1207.854","1208.356","1207.661","1207.189","1206.366","1206.68","1206.122","1204.205","1206.161","1206.312","1206.254","1206.695","1207.251","1207.187","1207.44","NaN","1207.756","1208.072"
"18025200","1202.988","1202.71","1202.421","1202.736","1202.994","1203.383","1204.073","1204.592","1204.602","1204.873","1204.882","1205.03","1204.556","1203.851","1202.971","1202.863","1203.379","1202.02","1202.129","1202.231","1202.323","1202.7","1203.267","1203.553","1203.897","1203.836","1204.035","1204.572"
"18025600","1204.597","1204.283","1204.045","1204.15","1204.596","1205.029","1205.635","1206.366","1206.222","1206.489","1206.357","1206.731","1206.122","1205.664","1204.669","1204.49","1204.164","1203.745","1203.754","1203.929","1203.973","1204.463","1205.057","1205.254","1205.783","1205.771","1205.866","1206.456"
"18025900","1259.41","1259.5","1259.499","1259.697","1259.601","1259.595","1259.731","1259.649","1259.607","1260.25","1259.589","1259.697","1259.707","1259.436","1259.55","1259.709","1259.382","1259.634","1259.82","1259.562","NaN","1259.669","1261.03","1259.754","1259.74","1259.738","1259.69","1259.908"
"18029800","1205.873","1205.584","1205.465","1205.847","1206.02","1206.566","1207.164","1207.712","1207.354","1207.644","1207.588","1208.035","1207.466","1207.05","1206.079","1206.088","1205.866","1205.213","1204.904","1205.078","1205.396","1206.093","1206.838","1207.09","1207.26","1207.15","NaN","1208.426"
"18030400","1205.964","1205.809","1205.706","1206.155","1206.26","1206.796","1207.177","1207.456","1207.191","1207.694","1207.427","1207.746","1207.364","1207.138","1206.04","1206.325","1205.887","1205.242","1205.246","1205.369","1205.761","1206.512","1207.012","1207.26","1207.713","1207.036","1207.407","1207.74"
"18030500","1206.702","1206.819","1206.742","1207.061","1207.032","1207.422","1207.443","1207.316","1207.043","1207.435","1207.057","1207.369","1207.15","1206.848","1206.43","1206.654","1206.278","1206.409","1206.191","1206.378","1206.485","1206.942","1207.432","1207.212","1207.489","1207.158","1207.38","NaN"
"18030800","1173.516","1173.471","1173.57","1173.936","1174.676","1175.785","1176.857","1176.561","1175.776","1176.948","1176.157","1176.389","1176.336","1175.891","1174.288","1174.595","1173.831","1173.187","1173.278","1174.226","1174.458","1176.109","1176.203","1175.777","1177.071","1176.104","1177.211","1177.956"
"18032000","1211.934","1212.057","1212.075","1212.509","1212.877","1213.549","1213.381","1214.034","1213.769","1214.329","1214.116","1214.302","1214.131","1213.906","1212.893","1213.056","1212.513","1211.616","1211.881","1212.394","1212.808","1213.747","1214.029","1214.144","1214.561","1214.239","1214.652","1214.865"
"18032300","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1207.547","1207.138","1207.656","1207.188","1207.57","1207.313","1207.064","1206.379","1206.773","1206.405","1206.082","1206.249","1206.449","1206.61","1207.132","1207.424","1207.44","1207.78","1207.25","NaN","NaN"
"18032500","1205.502","1205.462","1205.51","1205.356","1205.237","1205.414","1205.671","1205.42","1205.583","1205.777","1206.008","1205.75","1205.462","1205.304","1205.241","1205.334","1205.026","1205.016","1205.283","1205.335","1205.46","1205.598","1205.585","1205.51","1205.25","1204.84","1205.019","1205.206"
"18032900","1204.524","1204.587","1204.65","1205.05","1205.328","1205.759","1206.304","1206.462","1206.227","1206.671","1206.693","1207.018","1206.557","1206.124","1205.277","1205.864","1204.757","1203.962","1204.087","1204.498","1205.251","1206.089","1206.153","1206.47","1206.15","1206.28","NaN","1207.169"
"18033500","1199.768","1199.874","1199.931","1200.228","1200.182","1200.296","1200.081","1200.316","1199.963","1200.351","1200.178","1200.252","1200.168","1199.81","1199.651","1199.792","1199.645","1199.732","1199.683","1200.062","1200.171","1200.225","1200.229","1200.38","1200.39","1200.12","1200.316","1200.385"
"18033800","1206.648","1206.836","1206.457","1206.825","1207.01","1207.413","1207.9","1208.276","1207.715","1208.092","1207.791","1208.2","1207.602","1207.344","1206.475","1206.642","1206.387","1205.885","1206.117","1206.273","1206.427","1207.037","1207.462","1207.522","1207.787","1207.52","NaN","NaN"
"18034200","NaN","NaN","NaN","NaN","NaN","NaN","1207.847","1208.037","1207.566","1207.948","1207.383","1208.13","1207.658","1207.374","1206.569","1206.858","1206.417","1206.1","1206.203","1206.53","1206.584","1207.072","1207.851","1207.64","1208.07","1207.468","NaN","NaN"
"18034300","1209.304","1209.186","1209.02","1209.444","1209.554","1209.901","1210.84","1211.362","1210.539","1211.017","1210.513","1210.948","1210.301","1209.768","1209.009","1209.301","1209.007","1208.942","1209.27","1209.266","1209.372","1209.809","1210.366","1210.44","1211.04","NaN","NaN","NaN"
"18034800","1206.426","1206.529","1206.362","1206.738","1206.841","1207.228","1207.767","1207.567","1207.22","1207.648","1207.249","1207.574","1207.278","1207.053","1206.559","1206.935","1206.403","1206.395","1206.489","1206.75","1206.99","1207.465","1207.924","1208.11","1208.32","1207.92","NaN","NaN"
"18035100","NaN","NaN","1205.197","1205.338","1205.382","1205.495","1205.3","1205.82","1205.32","1205.643","1205.356","1205.549","1205.411","1205.278","1205.218","1205.379","1205.22","1205.435","1205.321","1205.22","1205.337","1205.46","1206.033","1205.43","1205.83","NaN","NaN","1205.44"
"18035200","1196.995","1196.838","1196.94","1197.511","1197.696","1197.784","1197.967","1197.509","1197.316","1197.768","1197.292","1197.728","1197.601","1197.194","1196.838","1197.077","1196.594","1196.223","1196.747","1197.229","1197.802","1197.929","1198.233","1197.77","1197.98","1197.51","1198.216","1198.378"
"18037200","1198.213","1198.396","1198.752","1198.668","1198.709","1198.712","1198.405","1198.659","1198.333","1198.581","1198.276","1198.676","1198.418","1198.248","1198.262","1198.711","1198.071","1197.969","1198.558","1198.287","1198.552","1199.048","1198.834","1198.736","1198.83","1198.268","1198.614","1198.805"
"18037400","1197.387","1197.394","1197.472","1197.987","1198.24","1198.808","1198.657","1198.891","1198.427","1198.86","1198.292","1198.866","1198.548","1198.199","1197.879","1198.508","1197.902","1197.308","1197.515","1198.009","1198.589","1199.348","1199.029","1198.92","1198.79","1198.23","NaN","NaN"
"18037500","1194.03","1194.089","1194.122","1194.286","1194.273","1194.31","1194.34","NaN","NaN","1194.31","NaN","1194.56","1194.82","NaN","NaN","1194.218","1194.017","1194.38","1194.452","1194.352","1194.353","1194.575","1194.759","1194.645","1194.773","1194.463","1194.571","1194.556"
"18037600","1194.012","1194.291","1194.132","1194.248","1194.16","1194.257","1194.32","NaN","NaN","1194.18","NaN","NaN","NaN","NaN","NaN","1194.178","1194.017","1194.26","1194.398","1194.266","1194.308","1194.5","NaN","1194.69","1194.78","1194.29","NaN","NaN"
"18037700","NaN","1191.72","1190.86","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1197.212","1197.066","1194.967","1194.275","1193.533","1192.06","1192.431","1192.573","1194.161","1196.487","1196.495","1196.052","1196.94","1196.71","1196.983","NaN"
"18037900","NaN","1196.46","1196.26","1196.31","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1197.697","1197.699","1197.067","1197.538","NaN","1196.647","1196.809","1197.421","1197.639","1198.129","1197.963","1198.029","1198.449","1197.42","NaN","1199.2"
"18038600","1196.42","1196.46","1196.358","1196.939","1197.611","1198.273","1198.866","1198.734","1198.265","1198.403","1198.021","1198.332","1198.217","1197.955","1196.981","1197.115","1196.852","1196.041","1196.321","1196.645","1197.325","1198.364","1198.251","1198.21","1198.5","1198.15","NaN","NaN"
"18039200","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1197.612","1198.059","1198.104","1197.829","1197.925","1197.517","1197.882","1198.361"
"18040200","NaN","1217.157","1217.008","1217.292","1217.523","1217.961","1218.628","1218.899","1218.563","1218.858","1218.47","1218.648","1218.302","1217.84","1217.031","1217.325","1217.212","1216.986","1217.261","1217.481","1217.547","1218.203","1218.526","1218.757","1219.423","1218.696","1218.457","1218.803"
"18040700","1210.844","1210.91","1210.884","1211.12","1211.268","1211.727","1212.285","1212.626","1212.16","1212.531","1212.08","1212.336","1211.863","1211.61","NaN","1210.968","1211.2","1210.85","1210.96","1211.3","1211.373","1211.971","1212.191","1212.49","1212.38","1212.65","NaN","NaN"
"18040900","NaN","1230.65","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1230.969","1230.69","1230.889","1230.882","1230.833","1231.024","1231.01","1231.281","1231.413","1231.771","1231.253","1231.473","1231.346"
"18041200","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","680.822","679.877","690.415","680.569","680.747","680.76","680.847","680.576","680.525","681.93","680.947","NaN","NaN","681.101","680.851","680.981","680.385","681.119","680.955"
"19000300","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","678.005","676.662","681.282","677.84","676.6","677.03","678.617","677.155","677.295","682.04","NaN","677.94","NaN","677.963","677.198","676.572","676.497","679.58","681.23"
"19000400","NaN","NaN","NaN","942.29","NaN","NaN","NaN","941.434","942.725","NaN","NaN","NaN","941.741","942.072","NaN","NaN","NaN","NaN","937.36","935.444","NaN","NaN","NaN","937.54","938.01","NaN","NaN","NaN"
"19001100","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","965.561","965.684","965.166","965.592","965.053","965.914","966.295","966.221","966.221","966.34","NaN","NaN","NaN"
"19002000","NaN","NaN","NaN","NaN","NaN","NaN","1000.56","1000.94","1001.072","1001.045","NaN","1000.844","1001.115","1000.663","1000.835","1000.91","1000.753","NaN","1001.23","1000.565","1000.84","1000.882","1000.771","1000.946","1001.057","1000.831","1001.065","1001.091"
"19002400","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","934.455","934.851","934.664","934.766","NaN"
"19002500","977.476","978.615","981.732","983.407","982.464","982.4","981.962","982.71","982.555","982.452","980.784","981.478","981.697","981.879","980.537","980.731","981.638","980.393","981.071","978.867","980.678","982.551","981.319","982.497","982.692","981.742","982.658","982.521"
"19002600","933.88","NaN","NaN","NaN","NaN","NaN","933.6","NaN","NaN","NaN","NaN","934.06","NaN","NaN","933.04","NaN","NaN","NaN","933.8","932.48","933.26","933.616","933.428","933.676","933.85","933.559","933.692","933.81"
"19002700","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","946.08","947.088","946.475","946.569","945.656","947.01","947.72","947.002","947.947","947.788","946.894","947.714","NaN"
"19002900","NaN","NaN","NaN","NaN","NaN","NaN","NaN","980.98","NaN","NaN","NaN","NaN","NaN","NaN","NaN","980.4","NaN","980.4","980.93","979.569","980.24","980.718","980.057","980.54","980.85","NaN","NaN","NaN"
"19003000","NaN","NaN","976.845","976.919","976.83","976.754","976.484","976.828","976.745","976.699","976.576","976.407","976.767","976.431","976.673","976.655","976.641","976.502","976.353","976.635","976.81","976.667","976.499","976.719","976.764","976.713","976.775","976.736"
"19003100","NaN","NaN","NaN","NaN","941.57","NaN","NaN","NaN","NaN","NaN","NaN","941.555","942.05","942.055","941.861","942.576","942.42","942.396","942.484","942.068","942.359","942.467","942.262","942.296","942.622","942.422","942.475","942.595"
"19004900","NaN","935.099","NaN","NaN","937.549","937.922","937.379","937.317","937.522","937.05","936.176","936.412","936.674","936.876","936.009","936.033","935.397","934.873","936.111","934.718","934.724","935.449","934.865","933.038","936.473","936.352","937.46","937.326"
"19005000","NaN","NaN","1356.334","1356.57","NaN","1356.946","1356.704","1356.94","1356.559","1357.069","1356.5","1357.315","1356.844","1357.221","1356.59","1357.291","1356.653","1356.572","1356.756","1355.693","1356.998","1358.101","NaN","NaN","1357.481","1356.896","1356.685","1357.331"
"21005200","NaN","1356.395","1355.924","1356.73","1356.204","1356.578","1356.83","1356.573","1356.128","1356.554","1356.049","1357.044","1356.785","1357.1","1356.588","1357.218","1356.611","1356.535","1356.789","1356.699","1356.928","1358.155","1356.79","1356.965","1357.541","1356.942","1356.679","1357.381"
"21005400","NaN","1356.626","1356.352","1357.057","1356.564","1356.892","1356.648","1356.912","1356.519","1356.802","1356.372","1357.354","1356.7","1357.073","1356.556","1357.097","1356.607","1356.694","1356.8","1357.38","1356.84","1358.064","1356.68","1356.864","1357.46","1356.837","1356.571","1357.243"
"21005600","1356.12","1356.535","1356.197","1356.735","1356.286","1356.717","1356.632","NaN","NaN","1356.459","NaN","1357.047","1356.547","1356.808","NaN","1356.822","1356.378","1356.206","1356.341","1357.08","1356.601","1357.65","1356.59","1356.755","1357.24","1356.742","1356.535","1357.068"
"21005700","NaN","NaN","NaN","NaN","1432.84","NaN","NaN","1432.789","1432.878","1434.02","1433.902","1434.598","1434.946","1433.636","1433.908","1434.324","1433.611","1433.635","1433.573","1433.702","1433.849","1434.158","1433.613","1433.538","1434.235","1433.963","1433.862","1434.405"
"21007300","1381.461","1381.48","1381.626","1381.883","NaN","1381.839","1381.713","1381.687","1381.711","1381.974","1381.832","1381.889","1381.784","1382.022","1381.74","NaN","1381.88","1381.565","1381.839","1381.578","1381.787","1381.935","1381.74","1381.875","1381.966","1381.852","1381.848","NaN"
"21007600","1383.97","NaN","NaN","1384.53","1384.781","1385.134","1385.651","1385.858","1385.239","1385.032","1384.901","1385.414","1385.401","NaN","1384.115","1384.84","NaN","1383.827","1384.3","1384.664","1385.306","1386.498","1384.974","1385.092","1385.366","1385.038","1385.152","1385.791"
"21007900","NaN","NaN","NaN","NaN","1377.975","1378.463","1378.49","1378.363","1377.7","1377.839","1377.726","1378.057","1378.16","1378.161","1377.948","1378.526","1379.127","1379.444","1379.167","NaN","NaN","1377.906","NaN","1377.563","1377.88","1377.633","NaN","NaN"
